species,larval,postlarval,juvenile-adult
monodon,0.250329185,0.231502454,0.313990825
monodon,0.267114496,0.241666217,0.226553356
monodon,0.234203128,0.250423083,0.327715089
monodon,0.211596841,0.228316081,0.267209621
monodon,0.258994943,0.218451801,0.386680224
monodon,0.200026505,0.264055948,0.235627021
monodon,0.230687517,0.221131504,0.215163918
monodon,0.187661426,0.284102202,0.261721789
monodon,0.214827061,0.262769358,0.309759898
monodon,0.211257802,0.273017604,0.259398951
monodon,0.245616311,0.229144129,0.34541558
monodon,0.233290121,0.204814864,0.374953655
monodon,0.243587893,0.231826837,0.22681566
monodon,0.195467827,0.246302605,0.234490605
monodon,0.210382088,0.281754568,0.227842741
monodon,0.235298911,0.238548542,0.334795228
monodon,0.209474704,0.270609651,0.204917706
monodon,0.28807934,0.216636449,0.227025307
monodon,0.223491989,0.239473537,0.244892886
monodon,0.318016688,0.232715675,0.382525586
monodon,0.2363245,0.187369705,0.368900348
monodon,0.239505023,0.242237201,0.350371693
monodon,0.226377209,0.218562501,0.230443483
monodon,0.236048231,0.218556563,0.339488466
monodon,0.243729968,0.268157934,0.337522248
monodon,0.23945254,0.288934184,0.258308942
monodon,0.194459934,0.226895505,0.235016533
monodon,0.220698398,0.23246864,0.292404009
monodon,0.261932614,0.204019496,0.29075077
monodon,0.22776928,0.241248395,0.280796656
monodon,0.24533357,0.321958038,0.365634174
monodon,0.27284066,0.243967436,0.378884133
monodon,0.247017453,0.227234268,0.252591692
monodon,0.214760824,0.236802119,0.391772898
monodon,0.243894102,0.251070117,0.297667522
monodon,0.232999654,0.266901153,0.368869336
monodon,0.28398103,0.302463707,0.239897217
monodon,0.293034421,0.258960515,0.274644225
monodon,0.235672231,0.25833933,0.247181797
monodon,0.252661575,0.246596285,0.394083039
monodon,0.240799475,0.208781688,0.310889656
monodon,0.220549822,0.293451308,0.292267585
monodon,0.213023796,0.254820099,0.250806134
monodon,0.260341267,0.235653207,0.359868598
monodon,0.234843527,0.281740739,0.255006356
monodon,0.197033543,0.23998369,0.295015167
monodon,0.2466943,0.208600091,0.38554525
monodon,0.235414507,0.190506255,0.310292246
monodon,0.261209092,0.238236606,0.235188634
monodon,0.285763497,0.22505276,0.305638365
monodon,0.231218998,0.252283304,0.320003777
monodon,0.261422453,0.262278815,0.269095642
monodon,0.298425387,0.241727456,0.377952889
monodon,0.244606157,0.284016973,0.209382217
monodon,0.219204696,0.232725791,0.204144285
monodon,0.265885476,0.254711596,0.356372947
monodon,0.248057052,0.292759625,0.319992979
monodon,0.239746482,0.243581137,0.369535101
monodon,0.229944238,0.266634152,0.29068151
monodon,0.246225761,0.317016668,0.247917165
monodon,0.245576887,0.2573357,0.27377105
monodon,0.281985513,0.285908799,0.356686298
monodon,0.307390587,0.26935758,0.336068802
monodon,0.220215072,0.234672621,0.212612807
monodon,0.250611873,0.275492071,0.307923369
monodon,0.223774047,0.222224314,0.269520611
monodon,0.263903853,0.23370681,0.339198646
monodon,0.311099183,0.190827539,0.207387445
monodon,0.228131121,0.283979139,0.252636599
monodon,0.218520518,0.239043547,0.306219621
monodon,0.258014694,0.276417669,0.270468774
monodon,0.305384137,0.233872732,0.243151567
monodon,0.21461619,0.23627799,0.271879177
monodon,0.332268872,0.246303198,0.378799881
monodon,0.19701862,0.20493412,0.34044068
monodon,0.263563474,0.325639973,0.379184263
monodon,0.248107408,0.334742299,0.260049369
monodon,0.255461575,0.288338945,0.232566345
monodon,0.225027485,0.249890931,0.275507045
monodon,0.293555102,0.293210518,0.308610314
monodon,0.2429591,0.203465535,0.274911659
monodon,0.245609726,0.2503814,0.357350185
monodon,0.262218216,0.213898214,0.387533269
monodon,0.218800696,0.18847036,0.225950053
monodon,0.237435211,0.298709943,0.368539096
monodon,0.330627194,0.228331952,0.364390019
monodon,0.233103978,0.250003169,0.360754771
monodon,0.237516931,0.224188313,0.269617373
monodon,0.27927027,0.270619616,0.315966439
monodon,0.264768267,0.280747716,0.218365308
monodon,0.228631769,0.23963348,0.214428701
monodon,0.284042943,0.203605599,0.30844356
monodon,0.241108069,0.254032716,0.256512781
monodon,0.300616659,0.237371015,0.399037701
monodon,0.233917074,0.311243177,0.386808547
monodon,0.230848783,0.230486252,0.30533978
monodon,0.24119647,0.24210516,0.319035171
monodon,0.250889193,0.217317788,0.396124742
monodon,0.213805847,0.263988405,0.204235802
monodon,0.192136808,0.243282816,0.298377717
monodon,0.241338916,0.291627423,0.395982635
monodon,0.223696251,0.283578957,0.234517161
monodon,0.319648516,0.247247719,0.341730074
monodon,0.340017483,0.268719565,0.284498221
monodon,0.249533378,0.18888796,0.278200334
monodon,0.233652081,0.221719774,0.2693024
monodon,0.219609785,0.202461382,0.317887918
monodon,0.266063634,0.231752951,0.253433431
monodon,0.289757752,0.264732568,0.382084971
monodon,0.220325838,0.25510541,0.364463818
monodon,0.271222879,0.251742005,0.223557547
monodon,0.234438508,0.234646548,0.377573185
monodon,0.253907013,0.243086977,0.369846467
monodon,0.241986282,0.213612098,0.35515995
monodon,0.228303004,0.214109666,0.21421497
monodon,0.297115113,0.227003787,0.252625408
monodon,0.266004793,0.220915953,0.221178777
monodon,0.2443218,0.246000892,0.262824131
monodon,0.263774762,0.232342523,0.390141385
monodon,0.211931743,0.226316948,0.295131346
monodon,0.24618217,0.269730603,0.350731237
monodon,0.284646087,0.269161892,0.220782653
monodon,0.269891251,0.265874693,0.252376046
monodon,0.245182872,0.212739996,0.290514473
monodon,0.220158619,0.269558187,0.382365962
monodon,0.259287599,0.212435289,0.3958814
monodon,0.220571844,0.248134763,0.27045594
monodon,0.20661621,0.192254862,0.281344099
monodon,0.322364182,0.264337731,0.348648728
monodon,0.25961016,0.251254366,0.265990746
monodon,0.223754358,0.2959009,0.229431339
monodon,0.221253414,0.268289263,0.257000595
monodon,0.249178802,0.223352498,0.342006417
monodon,0.173920094,0.28801594,0.295504249
monodon,0.305859733,0.237366795,0.381748251
monodon,0.243264567,0.229983963,0.390793095
monodon,0.211776031,0.234799582,0.25548118
monodon,0.154826345,0.263328292,0.299510593
monodon,0.218135944,0.235731002,0.203593236
monodon,0.2308551,0.209866844,0.296010971
monodon,0.246228659,0.225399556,0.216462431
monodon,0.230035795,0.223089838,0.376429595
monodon,0.220080239,0.202748163,0.384226587
monodon,0.228438369,0.234287083,0.307718528
monodon,0.24807451,0.239598996,0.397600141
monodon,0.266399425,0.280641074,0.317670009
monodon,0.272546838,0.2693732,0.353498928
monodon,0.275711389,0.254251505,0.245361123
monodon,0.262616919,0.251669032,0.337270864
monodon,0.242598542,0.250942934,0.293454239
monodon,0.241962145,0.225145661,0.276727455
monodon,0.243339505,0.215579733,0.374960441
monodon,0.243804109,0.275248155,0.297038883
monodon,0.240360738,0.313637625,0.228710426
monodon,0.258067367,0.179638152,0.376753515
monodon,0.264019755,0.219795042,0.381537823
monodon,0.219509322,0.218440957,0.24996696
monodon,0.269371937,0.28813723,0.388086203
monodon,0.278446091,0.244635731,0.390493971
monodon,0.276497486,0.227591225,0.353471488
monodon,0.271069209,0.211313069,0.366781494
monodon,0.267782913,0.216795417,0.335641259
monodon,0.20524254,0.275819457,0.256580143
monodon,0.195276568,0.267643022,0.217484616
monodon,0.246914055,0.257844432,0.258552362
monodon,0.240961514,0.204752479,0.2908819
monodon,0.28478933,0.252255702,0.38590666
monodon,0.21753737,0.241752799,0.309073619
monodon,0.225225069,0.246061962,0.203117571
monodon,0.219447438,0.273095384,0.391464627
monodon,0.173639222,0.203564919,0.327279695
monodon,0.24652478,0.210093082,0.346658466
monodon,0.231565784,0.223910804,0.291670452
monodon,0.269895043,0.221455456,0.233272979
monodon,0.259376827,0.27340059,0.21763447
monodon,0.228673274,0.283318705,0.331339731
monodon,0.266418984,0.327272211,0.262330102
monodon,0.258299296,0.235983611,0.32312299
monodon,0.183732168,0.227013895,0.307988652
monodon,0.283398652,0.251414213,0.246879153
monodon,0.227150063,0.190503879,0.341374254
monodon,0.203963864,0.232255119,0.293274808
monodon,0.257887379,0.272756469,0.344375622
monodon,0.323813435,0.237807984,0.261740243
monodon,0.231111915,0.221371731,0.388663769
monodon,0.279971096,0.334984132,0.283182259
monodon,0.229424156,0.289578344,0.292939327
monodon,0.220621771,0.287714232,0.331499474
monodon,0.243422306,0.220630693,0.38733037
monodon,0.315679041,0.230788622,0.279981688
monodon,0.191514878,0.212416415,0.302078415
monodon,0.200386756,0.219602534,0.216490673
monodon,0.273685394,0.231585841,0.334232789
monodon,0.211392128,0.237417372,0.394873626
monodon,0.25079834,0.209014479,0.345074342
monodon,0.326578892,0.29158489,0.279294447
monodon,0.252575125,0.273950473,0.308305868
monodon,0.22047845,0.222773249,0.317457616
monodon,0.256250709,0.306464983,0.325883025
monodon,0.222912669,0.234369811,0.298671634
monodon,0.262048425,0.289914989,0.323635274
monodon,0.253115843,0.224804906,0.202168033
monodon,0.226360489,0.313573474,0.344443635
monodon,0.211020846,0.264741146,0.225868097
monodon,0.229067996,0.248543697,0.252733513
monodon,0.237105692,0.263274755,0.27449761
monodon,0.240757847,0.273739496,0.266813857
monodon,0.222311275,0.239987596,0.387242815
monodon,0.236873365,0.209107872,0.239850176
monodon,0.272022477,0.252762047,0.325119936
monodon,0.240836738,0.231651176,0.352652128
monodon,0.259095345,0.249472254,0.205081758
monodon,0.232822187,0.274583401,0.285499732
monodon,0.229738251,0.249518183,0.351327006
monodon,0.255795212,0.203421704,0.244874754
monodon,0.242114182,0.251196697,0.249000353
monodon,0.221420021,0.297694481,0.325860468
monodon,0.204778499,0.246354782,0.329758387
monodon,0.257310948,0.224723101,0.256339915
monodon,0.226835643,0.290686603,0.314500415
monodon,0.198421742,0.275202627,0.276077169
monodon,0.250740701,0.259625247,0.22715952
monodon,0.27884621,0.240341341,0.317308851
monodon,0.245661718,0.248495664,0.359278715
monodon,0.220933648,0.267683556,0.24160708
monodon,0.300682116,0.23211701,0.205223059
monodon,0.30023827,0.273317579,0.313466254
monodon,0.240544723,0.266271041,0.253109451
monodon,0.280725995,0.247481278,0.204903622
monodon,0.195384305,0.203547855,0.32082586
monodon,0.254045747,0.260428223,0.257968313
monodon,0.219795947,0.269058628,0.296836916
monodon,0.2856665,0.200710769,0.299783023
monodon,0.232011479,0.216794937,0.246043068
monodon,0.221874493,0.235740212,0.336626981
monodon,0.229829995,0.244621948,0.263600439
monodon,0.250417203,0.228340781,0.225990841
monodon,0.271244639,0.230208558,0.301488136
monodon,0.237239834,0.274776949,0.336875631
monodon,0.262479549,0.228271574,0.335975015
monodon,0.290164812,0.240954814,0.389240669
monodon,0.194393193,0.247908444,0.372417247
monodon,0.216659768,0.218595165,0.282859427
monodon,0.252489137,0.260729455,0.212306517
monodon,0.192593835,0.2366465,0.363255828
monodon,0.266589016,0.274605051,0.341171751
monodon,0.229748181,0.267046568,0.396455923
monodon,0.262290834,0.241457735,0.37236351
monodon,0.228764731,0.226718668,0.326577604
monodon,0.249469613,0.248601559,0.396558321
monodon,0.236816358,0.266950002,0.389042345
monodon,0.21602867,0.237299371,0.354904265
monodon,0.182047775,0.281578423,0.337222447
monodon,0.211879234,0.264532161,0.348617312
monodon,0.282203083,0.345811302,0.311583105
monodon,0.296440002,0.282948029,0.20811091
monodon,0.212991103,0.263857622,0.287924003
monodon,0.260620342,0.27028694,0.251794868
monodon,0.243878725,0.252586348,0.280455716
monodon,0.262689131,0.243948655,0.357448719
monodon,0.295241382,0.195112327,0.363509166
monodon,0.250143721,0.209492972,0.301255598
monodon,0.247524488,0.24775717,0.306726595
monodon,0.196374345,0.233258723,0.38555691
monodon,0.227931886,0.165448026,0.370657366
monodon,0.255565851,0.232583531,0.347333397
monodon,0.263253245,0.201819825,0.366439002
monodon,0.255451156,0.237030291,0.354335276
monodon,0.249427399,0.230597096,0.214086008
monodon,0.182357924,0.248282448,0.315971834
monodon,0.190682275,0.259054316,0.313764908
monodon,0.236004523,0.208924582,0.271440992
monodon,0.263450355,0.202158839,0.294575231
monodon,0.233154259,0.23929524,0.30967993
monodon,0.242252924,0.202423312,0.260886543
monodon,0.262580678,0.237758232,0.264073171
monodon,0.289145734,0.264219689,0.33070206
monodon,0.339087186,0.187186976,0.229529496
monodon,0.274519692,0.241701228,0.234701292
monodon,0.211943597,0.244580989,0.378607724
monodon,0.224322958,0.269746121,0.287872475
monodon,0.300217402,0.213625066,0.334525471
monodon,0.243856368,0.221645686,0.394867853
monodon,0.234291357,0.22548024,0.294728259
monodon,0.256427584,0.228364549,0.374757609
monodon,0.257361283,0.232672678,0.28383791
monodon,0.232465599,0.221891728,0.319023947
monodon,0.287956875,0.25080524,0.209082412
monodon,0.246558519,0.244026881,0.353837331
monodon,0.243751039,0.233543012,0.384566763
monodon,0.264184861,0.25520865,0.231269455
monodon,0.200641233,0.282863097,0.364477541
monodon,0.197829681,0.256268097,0.369352988
monodon,0.229728291,0.181438764,0.25044213
monodon,0.316889718,0.235069284,0.277076994
monodon,0.248487049,0.326922876,0.279404277
monodon,0.216694554,0.22314002,0.353363985
monodon,0.217598267,0.192064697,0.251421377
monodon,0.210206872,0.279818088,0.371692929
monodon,0.268267512,0.2631876,0.272665281
monodon,0.261817867,0.234641236,0.373326429
monodon,0.273090634,0.264460953,0.296704316
monodon,0.287984826,0.271240976,0.250402973
monodon,0.199036255,0.277266369,0.277410229
monodon,0.243463474,0.270322332,0.221568637
monodon,0.249994655,0.273909551,0.226261839
monodon,0.268896873,0.316968782,0.231089714
monodon,0.201112574,0.251280908,0.394913745
monodon,0.300128484,0.210112153,0.216048689
monodon,0.21484612,0.258526453,0.36322568
monodon,0.243357506,0.262563948,0.252533234
monodon,0.229062597,0.269651606,0.213503683
monodon,0.218911526,0.21220323,0.369180502
monodon,0.291256381,0.264691404,0.383866099
monodon,0.219686946,0.298748462,0.356106829
monodon,0.244024874,0.264958173,0.288962969
monodon,0.284384281,0.198155175,0.30378931
monodon,0.234432474,0.240136238,0.230838795
monodon,0.240786206,0.222540162,0.266643976
monodon,0.358604237,0.207377822,0.273953585
monodon,0.254192894,0.319075084,0.341658229
monodon,0.254994701,0.253780958,0.200095318
monodon,0.246714489,0.272746295,0.302323847
monodon,0.210210569,0.273312643,0.314289428
monodon,0.27454673,0.214540856,0.394538114
monodon,0.225979509,0.251223662,0.248030933
monodon,0.299317066,0.235350428,0.218772337
monodon,0.230571823,0.283989273,0.29650763
monodon,0.304160725,0.283307791,0.27935536
monodon,0.264936913,0.268317824,0.364052506
monodon,0.209607505,0.22047995,0.322978739
monodon,0.242756284,0.243305373,0.329668544
monodon,0.242300811,0.227359419,0.349861611
monodon,0.203903562,0.328447685,0.21564839
monodon,0.218110046,0.278408644,0.262664866
monodon,0.276863813,0.239494665,0.295383841
monodon,0.224965001,0.237367074,0.313448494
monodon,0.250685493,0.286436954,0.311753068
monodon,0.274027913,0.264302323,0.219809342
monodon,0.297046236,0.231559863,0.202957739
monodon,0.263096971,0.254583153,0.319871056
monodon,0.264000007,0.324543955,0.251689836
monodon,0.247711635,0.261884459,0.329967916
monodon,0.241351893,0.240913988,0.319686711
monodon,0.274806763,0.226750218,0.319336716
monodon,0.265824424,0.224933853,0.257157786
monodon,0.272396606,0.211514272,0.343748341
monodon,0.198731081,0.198513522,0.265212171
monodon,0.239936094,0.220663743,0.253996936
monodon,0.222025463,0.27672953,0.384121537
monodon,0.270942012,0.254384911,0.229158844
monodon,0.225425207,0.237443572,0.213424847
monodon,0.283459053,0.213246986,0.308068436
monodon,0.246963653,0.213106768,0.376746761
monodon,0.304958107,0.278265129,0.341273018
monodon,0.29331383,0.280873971,0.34302046
monodon,0.222577159,0.238183973,0.315374459
monodon,0.229643635,0.242485646,0.313400882
monodon,0.21013884,0.222619825,0.372975623
monodon,0.281219605,0.24235177,0.292286088
monodon,0.264876809,0.2496225,0.261379502
monodon,0.234581784,0.291857262,0.26798905
monodon,0.197030029,0.251769714,0.241136364
monodon,0.260067014,0.282797283,0.336499567
monodon,0.237358727,0.247019843,0.218878281
monodon,0.245824883,0.2695605,0.289474029
monodon,0.275233717,0.289765136,0.224850666
monodon,0.273386983,0.242209255,0.204533372
monodon,0.262760891,0.278018061,0.203953436
monodon,0.279485997,0.257743694,0.353617305
