species,larval,postlarval,juvenile-adult
vannamei,0.163984685,0.192573273,0.550653104
vannamei,0.150022544,0.198506032,0.229331217
vannamei,0.116150676,0.173024486,0.105973488
vannamei,0.139233409,0.170717347,0.197442841
vannamei,0.226815947,0.141928043,0.17746982
vannamei,0.125608769,0.126581143,0.08953223
vannamei,0.155452782,0.098083646,0.09057226
vannamei,0.137105788,0.213094662,0.113892014
vannamei,0.174867912,0.181019844,0.271313703
vannamei,0.118425482,0.114096712,0.223461578
vannamei,0.155957469,0.120963685,0.092520644
vannamei,0.194997181,0.154335387,0.224789507
vannamei,0.078909461,0.093471599,0.102898394
vannamei,0.195592455,0.139426525,0.078296245
vannamei,0.171997569,0.100340019,0.139239386
vannamei,0.143086825,0.136006769,0.166713619
vannamei,0.146433718,0.19141722,0.225352869
vannamei,0.097576405,0.176465973,0.116299083
vannamei,0.14075116,0.174698103,0.102366645
vannamei,0.106718311,0.238506034,0.253155256
vannamei,0.146543802,0.184216515,0.084386914
vannamei,0.188190158,0.088578196,0.118175499
vannamei,0.127514858,0.173876685,0.285471378
vannamei,0.131553237,0.199940408,0.238388086
vannamei,0.162467443,0.225649682,0.44406017
vannamei,0.166887054,0.146193156,0.076555743
vannamei,0.132607747,0.108312866,0.138217594
vannamei,0.141116663,0.163657786,0.189319069
vannamei,0.131506153,0.159050278,0.05294123
vannamei,0.180480785,0.170843407,0.107606703
vannamei,0.123945963,0.188750465,0.081159162
vannamei,0.082398002,0.178732746,0.248147454
vannamei,0.118584928,0.215524813,0.110633872
vannamei,0.231168971,0.171524626,0.325413261
vannamei,0.085274723,0.125715241,0.063677944
vannamei,0.222654255,0.097057493,0.2308426
vannamei,0.070957136,0.133875014,0.331293147
vannamei,0.164645746,0.160387128,0.06037474
vannamei,0.123401187,0.172151826,0.212224172
vannamei,0.313977975,0.136025969,0.127303206
vannamei,0.178355292,0.222568641,0.1558571
vannamei,0.123694067,0.142869008,0.074949877
vannamei,0.119101189,0.155568512,0.333541842
vannamei,0.27180626,0.180974312,0.089553991
vannamei,0.136456791,0.142793975,0.211097279
vannamei,0.129968953,0.121045298,0.069482832
vannamei,0.132400596,0.090766249,0.079761062
vannamei,0.119357283,0.137351892,0.149717181
vannamei,0.121457664,0.184745635,0.265726429
vannamei,0.082116069,0.09813025,0.192792254
vannamei,0.117567293,0.097578679,0.146928412
vannamei,0.144211032,0.197495503,0.093892798
vannamei,0.184169601,0.181942271,0.078428597
vannamei,0.112246616,0.142673165,0.046131735
vannamei,0.338710813,0.102139199,0.167556625
vannamei,0.145183659,0.185692254,0.230610396
vannamei,0.208705323,0.112097427,0.153334593
vannamei,0.159205463,0.137805297,0.135591382
vannamei,0.172778108,0.124519094,0.236316313
vannamei,0.107214959,0.10654676,0.115941851
vannamei,0.239706301,0.141171117,0.067239163
vannamei,0.154530141,0.1623867,0.187074723
vannamei,0.179936496,0.197359552,0.30597502
vannamei,0.17099414,0.136748121,0.063490582
vannamei,0.136957719,0.179930906,0.049194328
vannamei,0.194985014,0.158803695,0.186416486
vannamei,0.192816633,0.211558168,0.068033736
vannamei,0.160424114,0.118906663,0.116266672
vannamei,0.135099464,0.098916914,0.335755948
vannamei,0.158979645,0.11969741,0.264132801
vannamei,0.190545422,0.188549654,0.209748916
vannamei,0.153619889,0.184963799,0.058147122
vannamei,0.179197637,0.159704171,0.184665454
vannamei,0.143931217,0.206229621,0.384166023
vannamei,0.133043994,0.107859317,0.158168661
vannamei,0.283033464,0.217589953,0.201423145
vannamei,0.121525364,0.157374224,0.096185756
vannamei,0.196969583,0.176904969,0.110971051
vannamei,0.185134774,0.111167643,0.056995805
vannamei,0.128659663,0.130122591,0.179999457
vannamei,0.085347954,0.161659149,0.117890388
vannamei,0.168573739,0.173232347,0.053201293
vannamei,0.082054609,0.187481087,0.061074337
vannamei,0.195957742,0.1032746,0.17364098
vannamei,0.127825086,0.186024029,0.094643012
vannamei,0.170923686,0.141460913,0.331486704
vannamei,0.170621055,0.129064569,0.176873419
vannamei,0.11049718,0.165322497,0.18751139
vannamei,0.163658747,0.092674362,0.216055019
vannamei,0.174407182,0.121793698,0.272779518
vannamei,0.147100758,0.138219631,0.307637735
vannamei,0.146735927,0.165360958,0.16437899
vannamei,0.103982981,0.147137776,0.179763246
vannamei,0.154212661,0.18641866,0.056399371
vannamei,0.171614232,0.140972514,0.14993553
vannamei,0.201030795,0.249920602,0.030226678
vannamei,0.074607206,0.193613722,0.146799824
vannamei,0.159608404,0.110505884,0.17380695
vannamei,0.179994494,0.135873322,0.163333114
vannamei,0.194915205,0.169312926,0.137220076
vannamei,0.222014557,0.126676996,0.179820027
vannamei,0.214052441,0.207447051,0.223241645
vannamei,0.15219376,0.162632566,0.129733468
vannamei,0.194009684,0.13490191,0.10841279
vannamei,0.121285275,0.182503558,0.226285439
vannamei,0.137822533,0.188939227,0.138388888
vannamei,0.192570622,0.11161372,0.289439596
vannamei,0.185394476,0.136123589,0.036428847
vannamei,0.228456864,0.213703428,0.812791493
vannamei,0.140241179,0.154457865,0.235079589
vannamei,0.113561127,0.151921592,0.19893891
vannamei,0.09801007,0.146415015,0.377423681
vannamei,0.126748416,0.240507556,0.191496481
vannamei,0.168400881,0.279529208,0.197744006
vannamei,0.09375423,0.143290348,0.090359459
vannamei,0.166123901,0.1472721,0.134844457
vannamei,0.127032094,0.12821492,0.165874351
vannamei,0.144569703,0.187335543,0.284441795
vannamei,0.099191565,0.142215197,0.102032133
vannamei,0.114596047,0.165322673,0.180361478
vannamei,0.204285752,0.117938211,0.171674718
vannamei,0.165963614,0.164810319,0.201449335
vannamei,0.095435713,0.199627778,0.125526242
vannamei,0.176706444,0.136513369,0.294261063
vannamei,0.206154283,0.164917417,0.107454644
vannamei,0.173142451,0.153898268,0.072516811
vannamei,0.141344555,0.157836292,0.142465758
vannamei,0.123458,0.222035967,0.076503948
vannamei,0.159657779,0.094083894,0.186669167
vannamei,0.180281904,0.111717639,0.154076391
vannamei,0.176403655,0.225862834,0.065025034
vannamei,0.151077433,0.133662132,0.130626625
vannamei,0.165272249,0.15034081,0.168363678
vannamei,0.154890935,0.171697908,0.11710278
vannamei,0.164628884,0.217631744,0.11800611
vannamei,0.150600884,0.154825205,0.161056169
vannamei,0.220251285,0.212073679,0.164612959
vannamei,0.141319844,0.231748845,0.164867423
vannamei,0.226111492,0.108172784,0.182357682
vannamei,0.250572595,0.166655955,0.159987735
vannamei,0.166727932,0.105903105,0.136072421
vannamei,0.177370462,0.14094875,0.073492236
vannamei,0.118379621,0.142153145,0.076995723
vannamei,0.144241826,0.188542294,0.074495539
vannamei,0.137443463,0.072043254,0.209691177
vannamei,0.148926897,0.167378182,0.144314809
vannamei,0.149644218,0.152756072,0.180783091
vannamei,0.188185979,0.145586002,0.059005906
vannamei,0.12065702,0.150754111,0.372145252
vannamei,0.084655222,0.099333002,0.438539763
vannamei,0.105760026,0.111195379,0.127338995
vannamei,0.163390361,0.121480695,0.095298113
vannamei,0.167796254,0.149635819,0.301631137
vannamei,0.144989631,0.181252265,0.081249089
vannamei,0.150829737,0.178924994,0.191936327
vannamei,0.117710787,0.197392611,0.048727848
vannamei,0.146412334,0.151553515,0.23309914
vannamei,0.168156758,0.080533437,0.074941722
vannamei,0.195984936,0.110736072,0.139191895
vannamei,0.146250546,0.14393871,0.050214694
vannamei,0.132152419,0.271417063,0.132470426
vannamei,0.179400211,0.109737932,0.060660625
vannamei,0.151841158,0.145913381,0.033070738
vannamei,0.195619278,0.13812508,0.131284402
vannamei,0.135590459,0.173668786,0.101529475
vannamei,0.163455236,0.132714067,0.094070281
vannamei,0.150749632,0.116258117,0.212675817
vannamei,0.125452547,0.156357699,0.333636144
vannamei,0.129441879,0.120906501,0.1562417
vannamei,0.155784477,0.105956104,0.224975129
vannamei,0.114495538,0.167259549,0.11343127
vannamei,0.174926993,0.197079333,0.187491604
vannamei,0.159789756,0.168653092,0.058247273
vannamei,0.218579181,0.154701533,0.746223713
vannamei,0.12119697,0.151448983,0.08860052
vannamei,0.219777495,0.113318386,0.176331194
vannamei,0.193014477,0.100893119,0.084362189
vannamei,0.149654308,0.227440015,0.090287815
vannamei,0.152243516,0.226145941,0.100401736
vannamei,0.153882134,0.148699167,0.04000979
vannamei,0.126878124,0.153193537,0.182647425
vannamei,0.125947921,0.178928724,0.497637058
vannamei,0.148700378,0.171394568,0.299923807
vannamei,0.215455291,0.09959721,0.065474379
vannamei,0.193176527,0.095634371,0.128978089
vannamei,0.13666024,0.158955823,0.173768816
vannamei,0.103638186,0.126844665,0.161154975
vannamei,0.146187915,0.191381096,0.139314234
vannamei,0.123968622,0.107130038,0.114251647
vannamei,0.170979202,0.173009784,0.064870501
vannamei,0.077913809,0.106873087,0.152309501
vannamei,0.200386975,0.171991799,0.116976077
vannamei,0.287880382,0.173066972,0.031331518
vannamei,0.156139989,0.144626503,0.377125329
vannamei,0.177873785,0.154114732,0.216979041
vannamei,0.131109933,0.207638152,0.295383235
vannamei,0.199530398,0.10787225,0.052923191
vannamei,0.140417219,0.235382962,0.123012606
vannamei,0.183015937,0.143998078,0.375778858
vannamei,0.127394687,0.14360729,0.111901217
vannamei,0.131223608,0.185309128,0.932342369
vannamei,0.108957924,0.157896925,0.096039809
vannamei,0.131113695,0.105765742,0.169312301
vannamei,0.155897527,0.11326055,0.352323316
vannamei,0.136009395,0.205958619,0.069900241
vannamei,0.157554246,0.183338059,0.195046756
vannamei,0.118817983,0.161320786,0.258270735
vannamei,0.166918929,0.12062715,0.090975658
vannamei,0.121552227,0.154417442,0.302301562
vannamei,0.175396166,0.117954177,0.142710211
vannamei,0.134246044,0.12269831,0.175077311
vannamei,0.179789695,0.154007196,0.236826397
vannamei,0.139710356,0.165404719,0.190814403
vannamei,0.208849325,0.139970517,0.259186481
vannamei,0.170381396,0.188850526,0.051936895
vannamei,0.209222993,0.131092117,0.097365115
vannamei,0.078411001,0.149796741,0.047468009
vannamei,0.213639909,0.205120814,0.143384613
vannamei,0.156155287,0.20099344,0.126478268
vannamei,0.151636884,0.141887076,0.059572348
vannamei,0.12851981,0.117942574,0.410561602
vannamei,0.106962135,0.138902858,0.155233394
vannamei,0.128534165,0.178239861,0.142328806
vannamei,0.150364368,0.120198677,0.055593389
vannamei,0.14398423,0.14655205,0.311783976
vannamei,0.20007594,0.167107587,0.066778731
vannamei,0.174909724,0.151658763,0.099109776
vannamei,0.147798559,0.189130861,0.121186915
vannamei,0.111269031,0.094221199,0.203260096
vannamei,0.16479208,0.135486546,0.164597119
vannamei,0.11867652,0.13838444,0.135496616
vannamei,0.192999947,0.143953331,0.147398265
vannamei,0.214922344,0.092480321,0.374261661
vannamei,0.219273839,0.165146657,0.217817505
vannamei,0.154911281,0.076929935,0.168106096
vannamei,0.1785488,0.151078664,0.263461983
vannamei,0.123828641,0.081778383,0.093462694
vannamei,0.185789691,0.150453341,0.310768222
vannamei,0.126608537,0.119596933,0.246058524
vannamei,0.155978407,0.147084417,0.434850954
vannamei,0.192988119,0.116960384,0.151182808
vannamei,0.125169283,0.173026908,0.449286097
vannamei,0.138777826,0.177609459,0.189518466
vannamei,0.092245939,0.117655485,0.081517939
vannamei,0.099028211,0.143451105,0.244728465
vannamei,0.172148819,0.135682292,0.180426979
vannamei,0.151740645,0.190092435,0.132190199
vannamei,0.174318815,0.200243984,0.217185141
vannamei,0.119905435,0.117058653,0.187041962
vannamei,0.153427366,0.168433676,0.097633355
vannamei,0.13007383,0.131059148,0.093980972
vannamei,0.164391616,0.191006537,0.099516914
vannamei,0.151378337,0.204968326,0.117481456
vannamei,0.132125583,0.134553366,0.21637257
vannamei,0.187628446,0.159818496,0.45371088
vannamei,0.188948162,0.106377583,0.062675293
vannamei,0.154625232,0.117477912,0.172888283
vannamei,0.134430273,0.170396814,0.08286171
vannamei,0.13887255,0.142287457,0.133047555
vannamei,0.252365677,0.133049617,0.206654996
vannamei,0.144086137,0.132450888,0.0597323
vannamei,0.166679339,0.150097294,0.145208303
vannamei,0.116803454,0.156671867,0.064672377
vannamei,0.171762028,0.139263996,0.117297907
vannamei,0.156585159,0.19776771,0.258530195
vannamei,0.169554052,0.200447428,0.285596908
vannamei,0.182917909,0.119701922,0.049254563
vannamei,0.136609203,0.123690156,0.152792647
vannamei,0.115699675,0.102262889,0.219731736
vannamei,0.215554874,0.127342769,0.139288817
vannamei,0.16439374,0.200692506,0.447417715
vannamei,0.123914283,0.143778398,0.06316666
vannamei,0.165574119,0.191938124,0.161903871
vannamei,0.152392003,0.157594366,0.125446008
vannamei,0.141597353,0.138076979,0.053201836
vannamei,0.219908442,0.1338832,0.20715367
vannamei,0.189967843,0.167202981,0.11298968
vannamei,0.210619691,0.177446018,0.086531481
vannamei,0.094674815,0.131410431,0.092183498
vannamei,0.197304355,0.18286584,0.270519011
vannamei,0.129653025,0.15705693,0.100295307
vannamei,0.245544803,0.183095527,0.368248344
vannamei,0.282536526,0.168404298,0.107178309
vannamei,0.186323364,0.150017116,0.166883903
vannamei,0.131213977,0.144372644,0.332868388
vannamei,0.143264714,0.167913547,0.103443197
vannamei,0.211736959,0.135779063,0.074432342
vannamei,0.128135116,0.17708239,0.132121687
vannamei,0.138803722,0.195288806,0.255162855
vannamei,0.178330748,0.156499326,0.271164185
vannamei,0.150760444,0.267258203,0.127594867
vannamei,0.137355801,0.134778175,0.205240045
vannamei,0.110795986,0.102041629,0.067291233
vannamei,0.18738493,0.164923921,0.210508347
vannamei,0.170506932,0.176745748,0.084441769
vannamei,0.135403896,0.16397356,0.201074804
vannamei,0.119549319,0.174823572,0.398499953
vannamei,0.127818672,0.133451753,0.076841502
vannamei,0.158076719,0.198921081,0.097466176
vannamei,0.149983606,0.126097523,0.100060081
vannamei,0.149250433,0.208939663,0.08329261
vannamei,0.103756345,0.108033115,0.156782189
vannamei,0.120444038,0.099230111,0.078452994
vannamei,0.169683434,0.114388757,0.230880439
vannamei,0.213793624,0.119304047,0.228731948
vannamei,0.14854872,0.223977793,0.078416832
vannamei,0.219844647,0.13271856,0.149147377
vannamei,0.20134036,0.203480381,0.104264016
vannamei,0.18416431,0.146102503,0.086703197
vannamei,0.082342168,0.118482411,0.036591202
vannamei,0.123036961,0.090006117,0.258213925
vannamei,0.247347261,0.202874798,0.194961335
vannamei,0.114851954,0.150839217,0.190713945
vannamei,0.324046943,0.11924938,0.132716297
vannamei,0.145872819,0.13084857,0.220931673
vannamei,0.180613052,0.10389399,0.09062561
vannamei,0.216594513,0.180660651,0.121570905
vannamei,0.209661816,0.101908447,0.175605014
vannamei,0.137556317,0.104208267,0.050238549
vannamei,0.221112305,0.112117731,0.139534958
vannamei,0.174915988,0.231075888,0.165560245
vannamei,0.127559228,0.212343847,0.124985325
vannamei,0.141178023,0.201851303,0.14915332
vannamei,0.150729116,0.206272547,0.100883414
vannamei,0.104159433,0.165168454,0.110624933
vannamei,0.156652801,0.087613288,0.167637882
vannamei,0.129994539,0.190530457,0.275303067
vannamei,0.111604339,0.23534608,0.026414707
vannamei,0.149943121,0.101551428,0.159819597
vannamei,0.151452096,0.134185023,0.147059648
vannamei,0.176712921,0.156015365,0.524017011
vannamei,0.133039462,0.102762873,0.527985096
vannamei,0.201710364,0.17844442,0.086014755
vannamei,0.177400725,0.139219421,0.122591303
vannamei,0.126064109,0.128480312,0.133380105
vannamei,0.148239146,0.137839309,0.081527322
vannamei,0.167617426,0.115236249,0.249906968
vannamei,0.143483449,0.123720826,0.334209586
vannamei,0.096105552,0.103744199,0.390579679
vannamei,0.169082518,0.124841362,0.166804449
vannamei,0.157513374,0.153269721,0.129935555
vannamei,0.190638587,0.244171869,0.077512927
vannamei,0.12833763,0.134307354,0.374216845
vannamei,0.209415578,0.153227139,0.372038467
vannamei,0.102778165,0.166570049,0.255555405
vannamei,0.121179346,0.134829952,0.081748038
vannamei,0.14298504,0.154702083,0.098479767
vannamei,0.112118537,0.111378595,0.205066343
vannamei,0.136408552,0.284313155,0.063757152
vannamei,0.127365242,0.157294438,0.126367658
vannamei,0.162496874,0.133450348,0.090925
vannamei,0.158178167,0.206628659,0.058276946
vannamei,0.171374822,0.152644961,0.096686728
vannamei,0.118000893,0.249229407,0.054980502
vannamei,0.131006336,0.159705941,0.10539956
vannamei,0.142289507,0.19460716,0.211116013
vannamei,0.096717075,0.24571348,0.040324801
vannamei,0.168587786,0.16463401,0.112250622
vannamei,0.257159028,0.18196664,0.099846718
vannamei,0.086409473,0.129469592,0.092826509
vannamei,0.144528975,0.165550377,0.209696562
vannamei,0.16142473,0.146763849,0.401167697
vannamei,0.150787698,0.223702026,0.089740724
vannamei,0.140275946,0.13121686,0.070550635
vannamei,0.189855452,0.19523497,0.036419051
vannamei,0.179150373,0.167829636,0.141346305
vannamei,0.127282894,0.147708047,0.185312947
vannamei,0.144225668,0.136746484,0.190943972
vannamei,0.12768247,0.093825686,0.071185522
vannamei,0.236305791,0.13386143,0.101520888
vannamei,0.162411122,0.127799168,0.079107477
vannamei,0.180099342,0.082857848,0.224921711
vannamei,0.136260292,0.208455714,0.168558821
vannamei,0.172740027,0.234944321,0.082166201
vannamei,0.175162796,0.136022077,0.065117747
vannamei,0.134446089,0.182854677,0.091962715
vannamei,0.117753651,0.223892718,0.04794679
vannamei,0.13166055,0.17132291,0.100618244
vannamei,0.185019486,0.108267015,0.09668148
vannamei,0.232240718,0.148342417,0.132060418
vannamei,0.155730834,0.218146209,0.420478606
vannamei,0.109203719,0.078091929,0.120841578
vannamei,0.189788095,0.132251392,0.132473272
vannamei,0.127581566,0.204917497,0.071626565
vannamei,0.109428232,0.12974081,0.099724955
vannamei,0.16150518,0.151757946,0.136343242
vannamei,0.208328464,0.110837992,0.187994762
vannamei,0.137237936,0.191179817,0.18123115
vannamei,0.182855064,0.169776481,0.126221718
vannamei,0.209607573,0.175450617,0.176401486
vannamei,0.105361538,0.161572668,0.071343532
vannamei,0.103201306,0.100487734,0.245930397
vannamei,0.141096689,0.098823581,0.10597095
vannamei,0.127520445,0.147559305,0.082867293
vannamei,0.130573513,0.121708936,0.188485029
vannamei,0.200491207,0.186650872,0.119138452
vannamei,0.129408783,0.116148753,0.301982642
vannamei,0.226944331,0.142431316,0.149590445
vannamei,0.129525242,0.124553983,0.156608266
vannamei,0.182912964,0.136394387,0.177324938
vannamei,0.159712258,0.1110686,0.071477154
vannamei,0.146886657,0.17795481,0.08697773
vannamei,0.118935102,0.178837718,0.514662399
vannamei,0.121591091,0.213632289,0.238069181
vannamei,0.110361763,0.168234527,0.041029025
vannamei,0.214390755,0.171124673,0.423976088
vannamei,0.106527104,0.166414168,0.142638269
vannamei,0.149842854,0.150566848,0.105151679
vannamei,0.172823544,0.140973152,0.110503288
vannamei,0.185468746,0.129864041,0.134459248
vannamei,0.158649653,0.143475126,0.242902412
vannamei,0.168953661,0.104941541,0.443533234
vannamei,0.10286395,0.118964237,0.089119703
vannamei,0.22968256,0.096787163,0.302685452
vannamei,0.145793057,0.198559778,0.271856466
vannamei,0.100630192,0.189987591,0.133472013
vannamei,0.175003065,0.164174159,0.055387737
vannamei,0.087190724,0.132631989,0.585352586
vannamei,0.116489422,0.204915745,0.0589856
vannamei,0.25071055,0.154639089,0.136122088
vannamei,0.205030422,0.130858991,0.247540277
vannamei,0.134059449,0.086130903,0.208771863
vannamei,0.159099992,0.26249355,0.047462732
vannamei,0.135197896,0.175222165,0.337682984
vannamei,0.127561766,0.165359807,0.138942355
vannamei,0.147983234,0.160134574,0.125461152
vannamei,0.158372647,0.124755553,0.166637682
vannamei,0.134316941,0.183302202,0.343621445
vannamei,0.161179974,0.163697275,0.218617781
vannamei,0.197154263,0.143543586,0.090598708
vannamei,0.109921454,0.108396332,0.151645296
vannamei,0.242777265,0.160564976,0.341226097
vannamei,0.134634608,0.170309238,0.212157149
vannamei,0.166315977,0.131196158,0.112873886
vannamei,0.10315279,0.09899667,0.306462202
vannamei,0.151432082,0.130967489,0.133327141
vannamei,0.276796028,0.232225316,0.203807686
vannamei,0.284500746,0.134971349,0.606807492
vannamei,0.094620941,0.168504104,0.515927993
vannamei,0.166172025,0.181221068,0.183058257
vannamei,0.156413486,0.185255015,0.043235022
vannamei,0.169503724,0.171355094,0.17700749
vannamei,0.215492556,0.141999843,0.609156137
vannamei,0.10896555,0.144434934,0.246128668
vannamei,0.116803211,0.164153224,0.129917181
vannamei,0.151462082,0.123877958,0.253104718
vannamei,0.168986283,0.129255491,0.056303247
vannamei,0.203994392,0.097065281,0.104367777
vannamei,0.12430047,0.180818264,0.153780723
vannamei,0.116182303,0.158885566,0.180765745
vannamei,0.153362427,0.19007796,0.127410325
vannamei,0.170821779,0.113566406,0.092304348
vannamei,0.151835395,0.219389742,0.101712152
vannamei,0.106814264,0.140864411,0.122265313
vannamei,0.138562742,0.186340381,0.198309866
vannamei,0.110745597,0.174761592,0.25744108
vannamei,0.173462255,0.128300828,0.06731248
vannamei,0.134620156,0.122895948,0.140562858
vannamei,0.085852315,0.154319805,0.075391345
vannamei,0.105015611,0.116495391,0.052921605
vannamei,0.196846577,0.179380869,0.082367064
vannamei,0.101808566,0.190808206,0.347541155
vannamei,0.11936714,0.218188383,0.112915212
vannamei,0.14306809,0.101655927,0.099163145
vannamei,0.186334974,0.133575848,0.078476538
vannamei,0.143729559,0.099048881,0.180539885
vannamei,0.210405328,0.128288553,0.742025245
vannamei,0.221734615,0.184343788,0.184623134
vannamei,0.13100869,0.123055298,0.056402013
vannamei,0.157765893,0.133120444,0.193831224
vannamei,0.121338723,0.144315795,0.369840917
vannamei,0.166138709,0.137492377,0.116108411
vannamei,0.145773288,0.119278044,0.381609705
vannamei,0.11890265,0.104814933,1.06801862
vannamei,0.228790276,0.17875711,0.062992483
vannamei,0.199087879,0.193389301,0.131920164
vannamei,0.230784404,0.115438629,0.136231666
vannamei,0.114669139,0.215552097,0.137376622
vannamei,0.136571202,0.156073879,0.108926049
vannamei,0.109447675,0.11972291,0.283095735
vannamei,0.089327088,0.148360226,0.085364158
vannamei,0.109513437,0.11051387,0.129097152
vannamei,0.081428644,0.153885825,0.149816758
vannamei,0.205947952,0.115578084,0.385578424
vannamei,0.13363128,0.128482139,0.192621159
vannamei,0.166206222,0.110612181,0.126103284
vannamei,0.169097081,0.1453308,0.107550116
vannamei,0.158592197,0.149112832,0.352347973
vannamei,0.147101781,0.106002353,0.236752261
vannamei,0.095888633,0.151528543,0.179820133
vannamei,0.125949596,0.125117501,0.222557058
vannamei,0.139124901,0.217620575,0.134147851
vannamei,0.120719507,0.141520829,0.102881719
vannamei,0.231531489,0.136798083,0.109035817
vannamei,0.097040592,0.135129559,0.063259081
vannamei,0.201382734,0.118734816,0.07734747
vannamei,0.174782348,0.153786763,0.205611887
vannamei,0.170311166,0.161264666,0.260982749
vannamei,0.164711867,0.181424795,0.083127602
vannamei,0.151005443,0.176915982,0.174409954
vannamei,0.185261823,0.145732884,0.136272095
vannamei,0.101969104,0.126425182,0.057603755
vannamei,0.103231439,0.191515899,0.080941721
vannamei,0.120439149,0.178142482,0.174980586
vannamei,0.118792816,0.143684861,0.062772175
vannamei,0.18953452,0.186029749,0.263945002
vannamei,0.198911302,0.176830859,0.181626236
vannamei,0.10688722,0.124069171,0.047241466
vannamei,0.136303852,0.136656783,0.180796087
vannamei,0.182041947,0.173184991,0.232853788
vannamei,0.122550696,0.124669464,0.081814019
vannamei,0.154228746,0.292284915,0.110697262
vannamei,0.144901892,0.120707182,0.115205505
