"","total.farmed"
"212",156.119482429548
"213",174.755134490899
"214",188.978405437353
"215",150.916848868515
"216",179.619948988776
"217",129.08864515606
"218",197.375153223439
"219",174.830334261539
"220",195.585448259712
"221",151.509061009121
"222",188.547381377889
"223",189.213061734975
"224",178.674998811197
"225",198.081751353185
"226",204.370517955975
"227",205.668403710773
"228",151.732846704378
"229",143.898957720669
"230",172.552246309971
"231",163.610633591163
"232",189.937531755822
"233",172.5994698529
"234",181.554806716035
"235",162.330179916517
"236",215.165372360996
"237",194.965048955132
"238",161.406854269123
"239",155.335588100146
"240",157.114472958371
"241",156.391510145804
"242",224.019459654584
"243",193.550608538888
"244",187.937188804446
"245",183.736925141445
"246",142.93894209709
"247",179.575774066451
"248",207.462585174486
"249",158.675472284702
"250",166.824188469275
"251",178.149140119791
"252",191.109945086847
"253",153.538789979568
"254",139.718691767422
"255",207.070727137496
"256",156.97215014077
"257",181.770621509345
"258",138.353636453605
"259",188.801906661105
"260",181.807621552316
"261",160.134377915632
"262",151.193644709921
"263",148.368062221549
"264",163.691267982984
"265",166.744054041277
"266",165.08439392223
"267",192.77328843049
"268",159.317060946124
"269",152.699383277694
"270",176.19892703497
"271",159.81160301445
"272",174.802405837888
"273",190.443122872336
"274",162.154806976874
"275",169.374359461968
"276",195.375100659625
"277",230.405960344934
"278",185.984592656651
"279",168.348790872587
"280",161.648580440367
"281",156.518812139061
"282",162.851661673661
"283",158.231280294406
"284",173.566761023158
"285",185.2914527773
"286",172.399932076702
"287",179.142242680658
"288",178.638477692823
"289",181.892286594768
"290",157.977021095522
"291",191.403037311789
"292",214.05774798762
"293",220.683346577934
"294",176.383255327389
"295",132.842954579367
"296",180.600718224653
"297",186.111061648868
"298",172.947282874927
"299",192.435856573417
"300",150.646698213001
"301",167.650275504928
"302",194.826695792084
"303",164.461447565671
"304",208.289423352676
"305",155.739392500843
"306",179.154394812623
"307",218.241476817988
"308",175.651551947115
"309",177.579146571711
"310",161.310807154868
"311",183.514729424172
"312",203.808191104662
"313",177.672291211144
"314",141.059958339554
"315",162.402391913029
"316",202.77883954816
"317",173.099791234839
"318",167.967073470652
"319",163.436677773288
"320",186.176945584683
"321",154.315128601941
"322",218.886328245881
"323",167.704965266774
"324",144.621025244118
"325",125.048921941394
"326",197.500518832679
"327",173.872053156924
"328",209.221141638543
"329",226.244970484542
"330",195.497097694262
"331",170.065590347737
"332",175.994852075511
"333",172.011892965278
"334",191.686787902674
"335",132.349252842489
"336",210.238881418955
"337",149.263017444741
"338",196.324757803078
"339",155.755931712682
"340",179.285942078377
"341",185.347969837426
"342",172.162187555227
"343",161.798220094298
"344",180.698012909264
"345",162.266801729429
"346",179.343718214475
"347",208.178070928922
"348",183.574119501484
"349",203.711532751244
"350",158.432875807572
"351",152.068495218425
"352",209.284822262809
"353",176.840861218424
"354",191.676117982159
"355",214.033129277699
"356",157.057705630732
"357",164.329746415725
"358",191.874605741847
"359",187.853127507548
"360",166.805458321902
"361",190.282860027549
"362",197.324842503857
"363",169.332131817273
"364",168.757951027968
"365",173.193262029878
"366",167.654749788111
"367",127.368562854414
"368",139.503866497747
"369",181.264692609209
"370",192.684723283972
"371",185.094835427946
"372",198.437155904685
"373",181.821897748531
"374",194.299558059883
"375",134.262816084775
"376",189.003073732936
"377",218.449894711667
"378",162.02272293205
"379",157.89040804104
"380",185.709325021952
"381",179.96245444098
"382",178.75694889586
"383",230.071391264234
"384",158.937810668867
"385",154.620678619229
"386",151.084227881383
"387",149.989936515845
"388",164.127619985097
"389",183.701842823266
"390",142.794274459763
"391",165.807023996782
"392",180.755197403823
"393",146.881202558135
"394",160.290661028254
"395",153.888116452283
"396",170.530917471607
"397",184.741351538842
"398",168.902787074305
"399",138.37619108895
"400",177.525828167576
"401",160.234133101714
"402",173.594243991853
"403",159.289582343034
"404",173.986207796175
"405",165.215742559737
"406",150.718796866971
"407",154.362933123995
"408",167.076691797168
"409",162.830217017301
"410",172.841502282926
"411",176.59306893641
"412",155.396415413651
"413",204.947821567577
"414",201.587644253698
"415",189.969535642159
"416",160.522104335466
"417",167.018071752817
"418",188.466246886244
"419",165.175602490447
"420",148.355146870233
"421",213.790754807246
"422",150.979865961552
"423",168.03969923408
"424",144.189647434613
"425",166.333314883127
"426",141.518219778607
"427",176.199203822516
"428",148.41782730845
"429",175.363312738629
"430",161.122375111729
"431",179.048068261541
"432",174.512139288471
"433",157.715308964938
"434",163.605376191802
"435",151.807929310871
"436",194.86096629805
"437",186.644887461416
"438",138.166818188479
"439",138.713392452935
"440",196.191018255387
"441",181.27873323953
"442",180.143095197597
"443",193.341389114608
"444",163.31339784905
"445",197.960015656474
"446",175.950850403802
"447",174.210356353484
"448",166.812517138711
"449",192.576412830414
"450",139.167621242156
"451",189.851981325066
"452",176.992432074765
"453",145.691870792399
"454",194.391806512597
"455",189.351788980089
"456",167.610712892359
"457",180.808946466095
"458",161.555026481223
"459",133.930258895386
"460",170.372075066992
"461",176.126097230488
"462",186.621901202332
"463",182.662940002046
"464",174.308774236297
"465",149.210480864782
"466",165.804679911457
"467",171.445466252849
"468",172.926531139432
"469",157.782662015387
"470",174.959503904326
"471",181.677840058365
"472",149.538972261098
"473",187.223066302111
"474",191.358896783907
"475",195.995458388953
"476",188.112864371667
"477",171.088882090277
"478",155.584508693968
"479",169.658306069898
"480",150.466805620517
"481",177.220204642197
"482",195.593878080631
"483",203.251824596786
"484",212.24330215862
"485",187.192428605478
"486",161.30406096165
"487",147.330270616916
"488",138.112215956343
"489",174.479435164461
"490",160.989300224068
"491",173.258236070158
"492",153.476002155616
"493",162.998207935732
"494",124.206806333739
"495",198.342705867623
"496",136.54022054029
"497",171.106495825856
"498",182.5050348698
"499",150.815561205321
"500",195.988161055047
"501",161.61239366481
"502",168.892070464932
"503",159.291806653009
"504",178.141784101812
"505",164.539452421412
"506",171.240793939844
"507",149.121601925072
"508",157.930769953807
"509",192.148599517357
"510",144.213326519362
"511",164.051149850472
"512",208.76836890794
"513",161.388379951669
"514",162.354980662666
"515",190.898530851028
"516",152.93662341534
"517",179.398959225808
"518",178.479415294333
"519",157.1468712588
"520",164.027275156679
"521",187.743699907796
"522",167.207797755971
"523",155.333517062362
"524",188.328711465017
"525",159.361709312239
"526",170.11466795378
"527",179.252786569803
"528",160.894943823123
"529",183.307683201005
"530",154.88231633052
"531",166.782204400884
"532",160.539655483768
"533",199.548627342061
"534",165.384069330587
"535",197.532713323254
"536",211.951395991158
"537",198.696919030437
"538",161.080054742118
"539",174.346907065482
"540",168.231071016088
"541",195.413525508374
"542",162.254117564801
"543",171.35927235089
"544",167.491834736014
"545",152.598376101249
"546",138.461413188097
"547",192.655016277301
"548",168.672844488165
"549",183.588854847871
"550",165.559179817103
"551",155.102205280913
"552",153.178536423617
"553",204.975574551009
"554",177.044639384713
"555",171.055090658509
"556",161.401043158671
"557",148.877141184816
"558",157.597585558834
"559",162.279352763491
"560",180.809085227068
"561",147.648786087983
"562",219.790534391017
"563",152.869622768531
"564",193.647285714729
"565",212.341494267551
"566",160.425889437802
"567",184.736107195498
"568",152.562136652827
"569",158.413336146389
"570",170.918395663931
"571",145.300828226027
"572",178.982088908007
"573",182.612945646059
"574",142.547210186658
"575",150.191375941616
"576",184.042363094593
"577",154.571158727034
"578",167.046005262875
"579",154.707073257438
"580",150.236835521544
"581",181.831436052434
"582",180.889862024668
"583",155.946927508621
"584",173.395817595442
"585",157.040670018274
"586",165.353265360148
"587",175.990120439206
"588",219.990694490392
"589",163.895888207924
"590",175.839040937878
"591",168.810910228454
"592",154.506402939827
"593",181.073613254766
"594",157.909693001105
"595",175.377720855008
"596",150.867251918624
"597",151.673196526742
"598",173.37323305366
"599",218.938045560818
"600",154.77120765987
"601",173.127303810771
"602",222.566241781951
"603",154.769069030001
"604",188.8381242679
"605",176.809080848366
"606",134.665852438114
"607",152.10066645297
"608",166.33798934496
"609",196.513255887899
"610",190.811955903794
"611",212.412917204678
"612",195.600729755581
"613",195.263193776779
"614",185.763657443352
"615",157.535542417412
"616",154.538075679351
"617",185.513188637198
"618",169.828449585415
"619",168.00980821918
"620",169.020109320708
"621",179.92673800841
"622",186.438048747307
"623",160.186070315338
"624",231.297155177033
"625",178.533465964182
"626",175.932203542933
"627",190.830277261856
"628",198.196132745518
"629",168.297901608284
"630",224.166840604097
"631",188.921384183798
"632",235.169336260229
"633",181.41485289899
"634",189.114404791063
"635",142.879834056931
"636",229.541948873157
"637",149.881771704869
"638",187.010104452361
"639",147.67378606078
"640",176.271495487927
"641",208.314413710261
"642",145.831500589039
"643",153.173783163285
"644",177.340125035842
"645",206.594131066764
"646",190.950737344975
"647",170.995195884568
"648",141.690814860384
"649",166.967081345187
"650",171.174240107993
"651",159.911848113943
"652",222.494561165303
"653",185.071280008152
"654",170.768567228164
"655",171.487535838146
"656",198.266962354705
"657",175.482619635509
"658",152.172633798777
"659",179.289139170367
"660",206.160435324767
"661",160.512695898126
"662",195.362105789009
"663",179.742318296677
"664",201.518303179969
"665",174.483480095108
"666",217.039405372354
"667",219.896898083745
"668",209.522397178472
"669",152.886061489845
"670",159.040360100836
"671",179.802250892266
"672",167.222470651081
"673",137.850502751357
"674",171.636796092404
"675",150.232648307519
"676",201.682950643029
"677",174.511834335291
"678",147.225390264438
"679",176.356467686761
"680",161.77758625735
"681",183.14143697435
"682",158.320661033942
"683",185.091237992257
"684",156.317515975869
"685",199.706972230856
"686",179.596756104634
"687",165.913815233244
"688",191.72691657515
"689",210.14014193654
"690",174.650815764722
"691",162.296081382767
"692",187.969129722704
"693",193.125052012647
"694",158.101425958764
"695",161.364187915081
"696",145.456245330368
"697",174.941574906753
"698",145.225759994751
"699",183.754403420855
"700",219.100273784859
"701",169.557431629619
"702",180.513437558937
"703",190.071930727535
"704",180.268349477098
"705",202.966025136144
"706",181.173527465846
"707",185.003057236618
"708",204.252999148526
"709",166.95262651275
"710",138.082872437325
"711",169.62491534903
"712",189.739378094151
"713",147.862117137394
"714",210.300402550925
"715",153.783635749905
"716",174.618734140688
"717",142.394269101407
"718",156.738569890091
"719",200.50800966725
"720",180.346023852426
"721",164.314607910434
"722",167.275651803845
"723",179.104370590999
"724",206.461308894619
"725",184.395474234431
"726",191.747909683746
"727",214.555429633464
"728",165.662796156803
"729",187.218927572146
"730",180.009509955699
"731",219.013921741902
"732",173.7140847982
"733",207.50940364091
"734",189.076102764067
"735",178.024568615542
"736",191.47033650617
"737",175.404919896149
"738",169.07869792182
"739",147.413511805591
"740",169.090578012644
"741",153.477766948219
"742",161.929399261993
"743",191.877395567728
"744",183.851936772165
"745",202.213856083132
"746",173.774992787005
"747",158.556107057349
"748",194.648198493342
"749",169.815393936324
"750",195.449771756805
"751",191.880738084699
"752",185.931544743254
"753",175.819390531757
"754",208.054928691256
"755",168.433880779569
"756",143.342287048414
"757",179.390676448273
"758",163.221085503455
"759",131.870379394515
"760",175.313782850422
"761",201.321890728471
"762",210.813820014806
"763",206.5681955352
"764",170.231716513442
"765",185.025369519661
"766",162.061570863727
"767",222.871376957921
"768",202.664237726752
"769",185.720605515228
"770",173.644126841301
"771",234.797102503728
"772",185.652701541693
"773",181.306793664946
"774",170.576195028908
"775",140.388297647006
"776",162.430459832054
"777",177.688086474854
"778",205.224546498495
"779",156.221361013479
"780",168.008228686008
"781",192.327206541036
"782",159.90419270519
"783",174.538977711562
"784",217.287766815078
"785",191.535592896402
"786",213.414535715372
"787",205.254932241213
"788",177.800844365162
"789",165.042076884624
"790",198.086837501131
"791",148.47663157863
"792",157.878345383587
"793",139.609762309092
"794",180.013640158453
"795",146.13610673795
"796",159.527140149876
"797",196.073434956658
"798",204.854518311146
"799",165.648780727314
"800",174.645591753403
"801",226.653740768236
"802",176.78116481433
"803",171.245020349118
"804",174.164829371872
"805",171.322644893983
"806",195.665864140061
"807",166.933221342134
"808",198.073474042855
"809",201.866700186725
"810",195.492984532329
"811",205.829746138508
"812",137.976021251989
"813",165.425893109178
"814",167.712335986372
"815",157.887782829764
"816",176.978432938096
"817",180.930329609566
"818",163.395615772447
"819",155.716157905449
"820",172.970150188263
"821",196.017571091747
"822",182.060850536314
"823",208.557700456252
"824",153.735803538216
"825",183.319703331204
"826",146.883727306086
"827",166.743036977608
"828",165.890738071646
"829",142.122726171355
"830",170.172312332913
"831",199.704133934514
"832",205.990364202139
"833",165.458557303539
"834",174.605781647725
"835",175.330533379324
"836",197.397567125809
"837",163.644853369065
"838",184.298189301032
"839",163.381500450833
"840",185.025166131407
"841",179.287060706973
"842",174.008931425331
"843",183.330788473837
"844",170.426046652741
"845",193.371270935897
"846",156.409667868462
"847",182.687994810111
"848",190.332902133195
"849",165.311359274255
"850",192.53330443502
"851",188.01412282205
"852",172.902495652638
"853",236.503482421075
"854",181.52815695238
"855",217.440755377988
"856",165.9775683456
"857",174.80839427896
"858",195.173920966978
"859",183.612130406516
"860",198.318629961579
"861",175.366773072547
"862",178.358563054725
"863",183.055203836342
"864",157.259866034203
"865",174.626872948445
"866",193.925425278612
"867",164.270698582841
"868",149.295789963237
"869",201.818288777514
"870",151.982050205752
"871",185.682816616873
"872",176.352577184307
"873",197.256779872524
"874",169.597661717421
"875",181.512784921197
"876",185.278320043312
"877",213.067291758855
"878",186.346303835221
"879",165.515856582241
"880",158.989959906743
"881",171.521726267212
"882",186.96895375221
"883",162.339748113257
"884",189.362064187311
"885",169.038608254193
"886",195.752751234885
"887",169.944289130769
"888",176.614616150498
"889",184.404872838959
"890",166.317881978268
"891",171.223065678521
"892",189.626760868819
"893",214.388433189074
"894",169.998531384056
"895",189.539281615656
"896",180.221356644857
"897",167.471422647342
"898",169.0429411788
"899",138.124383673926
"900",156.228090832277
"901",190.706721243674
"902",190.483265280829
"903",179.628152287813
"904",163.173614263417
"905",206.425762734262
"906",162.743954435256
"907",195.391688097124
"908",190.654747078817
"909",197.088768132466
"910",172.734273656319
"911",181.749813524179
"912",195.01409876274
"913",174.285170142042
"914",184.945926625326
"915",140.674573543443
"916",218.272561125577
"917",178.675230337886
"918",172.281948733474
"919",171.109596724926
"920",160.68930328411
"921",173.409321963494
"922",166.078608325285
"923",143.941867868615
"924",162.479238468924
"925",183.34755547236
"926",173.870367897221
"927",165.655587617408
"928",162.908869546649
"929",185.978835742267
"930",195.56409786507
"931",168.199568371976
"932",177.204690096436
"933",184.811673840196
"934",167.000172580081
"935",171.286559248153
"936",174.448318325631
"937",186.567893930138
"938",207.666771545285
"939",168.583911025988
"940",176.816407830309
"941",183.483860119251
"942",188.180047285903
"943",167.65274558081
"944",175.50058742033
"945",150.009671609272
"946",148.054884743543
"947",167.748248163986
"948",165.138422818451
"949",160.112908738442
"950",174.505418228084
"951",162.55117390909
"952",198.609720767224
"953",170.075490752092
"954",175.106617341505
"955",173.852136965671
"956",156.253481900762
"957",192.356069965854
"958",169.024957631558
"959",166.689862162453
"960",135.225070216747
"961",143.546538794494
"962",140.193653415315
"963",196.647233517487
"964",161.986914359365
"965",165.924509497789
"966",211.450535259746
"967",178.690503224944
"968",140.781460823225
"969",187.744266117302
"970",150.896606576055
"971",170.913712062887
"972",154.764715229368
"973",195.314614638546
"974",182.131206076109
"975",172.187969311399
"976",196.148325748512
"977",182.66860077791
"978",207.458707007247
"979",235.951630751634
"980",200.084001856541
"981",147.574131120423
"982",159.042984781711
"983",171.886716953874
"984",166.669642255621
"985",153.545846688374
"986",180.21430687206
"987",160.181325405417
"988",195.382084309139
"989",180.837058313175
"990",188.984694248401
"991",186.050641805472
"992",226.187814169218
"993",216.035175454401
"994",191.292203130282
"995",169.886515388274
"996",166.744801811011
"997",209.039947130035
"998",175.710059056925
"999",196.648425042173
"1000",147.379944706103
"1001",213.429483942826
"1002",181.418473182708
"1003",206.093281528167
"1004",180.810474836002
"1005",146.375786106639
"1006",192.071931964885
"1007",193.172558843929
"1008",168.161771490411
"1009",175.922801647201
"1010",159.47344376047
"1011",153.117177159048
"1012",175.584444472173
"1013",188.311923794468
"1014",145.406032503709
"1015",162.305678846743
"1016",195.328590750386
"1017",202.317696972712
"1018",148.428903991872
"1019",177.127666631521
"1020",199.515548564783
"1021",185.041695415234
"1022",196.72652337083
"1023",198.65113987731
"1024",173.639337173724
"1025",162.98426231513
"1026",188.006256218633
"1027",158.470125669255
"1028",154.354922795599
"1029",165.278572475741
"1030",174.435946036592
"1031",181.513890303377
"1032",150.427543309923
"1033",170.382081565078
"1034",148.44949706957
"1035",130.469931219732
"1036",164.896091079252
"1037",203.604309143042
"1038",174.996670982706
"1039",164.068363011151
"1040",172.137933325761
"1041",188.195751402299
"1042",176.251540210225
"1043",141.107433822798
"1044",189.018822062988
"1045",177.236368683967
"1046",148.349937710132
"1047",145.759090644281
"1048",148.35855015208
"1049",200.693093386211
"1050",164.792712495048
"1051",153.648838460894
"1052",169.945557577151
"1053",170.34518021743
"1054",146.903657926957
"1055",155.250691136605
"1056",183.804600457895
"1057",188.765581505376
"1058",131.312232250018
"1059",192.061851985907
"1060",178.210676782981
"1061",153.664979831437
"1062",158.407627253665
"1063",221.144099784896
"1064",185.735178926214
"1065",182.661875855118
"1066",135.284033756727
"1067",165.865192003768
"1068",157.715457667524
"1069",215.10207562441
"1070",162.858879991469
"1071",176.033508382949
"1072",196.425716821862
"1073",197.634333234863
"1074",145.824111128618
"1075",160.863983710889
"1076",166.479511039961
"1077",157.433658298274
"1078",187.370061160742
"1079",166.224184579746
"1080",156.140662320777
"1081",204.661238569158
"1082",227.724253456101
"1083",140.845539506387
"1084",162.148065734062
"1085",178.821742871915
"1086",166.576027314001
"1087",191.451831371078
"1088",130.283600515215
"1089",174.26999813991
"1090",157.423418614296
"1091",190.970620882588
"1092",165.815744708464
"1093",165.633355996066
"1094",218.839954105612
"1095",138.352857254233
"1096",152.372770642122
"1097",170.255114050639
"1098",168.483147915448
"1099",164.117663276672
"1100",151.886395356787
"1101",190.822870284613
"1102",174.433950288501
"1103",166.213018326612
"1104",181.205613958686
"1105",150.672479017172
"1106",165.888980079053
"1107",173.354651092072
"1108",190.040920200038
"1109",159.784688553664
"1110",193.366172779135
"1111",171.60981858194
"1112",194.21124595528
"1113",183.551660991058
"1114",169.940329880228
"1115",169.658122197668
"1116",198.881182953975
"1117",151.183108423173
"1118",141.723504133176
"1119",164.211488556154
"1120",201.492186101778
"1121",161.685347773448
"1122",154.266553598125
"1123",196.772378371252
"1124",194.444804037931
"1125",174.678478008841
"1126",177.705944194738
"1127",175.582819691746
"1128",152.788896780595
"1129",131.460811782626
"1130",177.979258663001
"1131",139.918342546161
"1132",146.517345827288
"1133",165.173912212338
"1134",119.490574890875
"1135",198.428161397461
"1136",160.268088536086
"1137",168.974158385767
"1138",164.763920293519
"1139",181.964512395296
"1140",187.21588527555
"1141",186.944487158479
"1142",125.082782094047
"1143",188.620066518991
"1144",155.65724996234
"1145",172.575073421657
"1146",176.317442302063
"1147",167.419847982983
"1148",182.405700141843
"1149",184.975262854734
"1150",152.762797926427
"1151",176.533654773469
"1152",197.020060438728
"1153",163.069685585727
"1154",176.930342489285
"1155",152.530104519255
"1156",171.496039629558
"1157",140.158940895198
"1158",155.444451231193
"1159",177.349445739473
"1160",208.971620440772
"1161",182.566700678751
"1162",167.173572007662
"1163",173.103144944624
"1164",170.223566268071
"1165",162.909619315585
"1166",165.721520350084
"1167",142.616949931284
"1168",177.742569108442
"1169",208.882765817893
"1170",162.25080685827
"1171",188.692424579685
"1172",165.444119199122
"1173",166.210616917215
"1174",199.236654431158
"1175",142.514104875747
"1176",177.728093073577
"1177",208.875899074124
"1178",165.651102712612
"1179",161.928467756031
"1180",171.521434451648
"1181",168.51408220125
"1182",190.99838229803
"1183",142.879863528167
"1184",170.100116330021
"1185",163.271233566834
"1186",170.23517720096
"1187",183.744051808738
"1188",166.380477375579
"1189",196.852504258439
"1190",194.180765801245
"1191",207.77499180353
"1192",179.740022763413
"1193",204.972318135746
"1194",188.784054762028
"1195",172.571568221283
"1196",185.151442574585
"1197",196.861224684521
"1198",173.109628929515
"1199",155.356009436829
"1200",166.882799374414
"1201",174.550687217374
"1202",156.412274094115
"1203",190.762197548901
"1204",157.20692584654
"1205",160.918464127673
"1206",147.946496973889
"1207",212.56808646231
"1208",195.287061616163
"1209",146.212785877636
"1210",176.440837812845
"1211",153.923281404165
"1212",180.589906959162
"1213",184.897159725272
"1214",147.192042261224
"1215",200.004285819466
"1216",185.152048632141
"1217",150.427297530416
"1218",176.911022998777
"1219",176.472993271371
"1220",221.667650839022
"1221",187.072338483621
"1222",141.546311769662
"1223",174.141830383172
"1224",206.613762324062
"1225",232.178053817084
"1226",166.747042454607
"1227",168.495005634245
"1228",177.860505613212
"1229",190.45299069105
"1230",178.236544926461
"1231",159.787107629483
"1232",184.035837017649
"1233",171.471564631016
"1234",162.397542201377
"1235",203.460520474812
"1236",194.35904932132
"1237",172.405712274315
"1238",171.003428777242
"1239",163.51506920951
"1240",189.164155325946
"1241",176.016806623707
"1242",162.74588128566
"1243",186.904094251273
"1244",168.715438422117
"1245",171.04828002841
"1246",187.040101492993
"1247",190.490475057826
"1248",177.062314333969
"1249",165.715377698419
"1250",200.775039282069
"1251",160.688361278934
"1252",153.603563405997
"1253",162.114633546743
"1254",187.969753528282
"1255",164.06958808708
"1256",159.152542846426
"1257",189.103128146591
"1258",177.818640368169
"1259",175.712000268947
"1260",181.286882369699
"1261",193.621563431431
"1262",181.36635438167
"1263",176.986182023766
"1264",176.788825295889
"1265",170.287376772499
"1266",202.720711593224
"1267",224.807289883297
"1268",189.633147749589
"1269",151.820173637351
"1270",160.317936800691
"1271",158.415152265455
"1272",188.623176598072
"1273",199.129293802786
"1274",162.318488226728
"1275",181.420665763844
"1276",175.274780558552
"1277",167.998372658509
"1278",179.866713585507
"1279",218.943972761014
"1280",210.879073304234
"1281",190.734837293159
"1282",167.662224928639
"1283",184.2709973999
"1284",242.316982749193
"1285",179.303858332734
"1286",183.913544441043
"1287",181.378197099648
"1288",166.837100991788
"1289",194.105935135066
"1290",142.078343671971
"1291",223.448770044035
"1292",193.037629729955
"1293",153.112317995384
"1294",168.730502263315
"1295",182.502248525523
"1296",165.391188069071
"1297",167.356175369128
"1298",143.050505307507
"1299",169.738587718079
"1300",171.993629910488
"1301",177.274891017638
"1302",177.547120571747
"1303",161.70884536597
"1304",171.232011252884
"1305",160.129466201503
"1306",159.314988806738
"1307",171.297935009548
"1308",191.170402058289
"1309",132.510603552634
"1310",174.088552833489
"1311",160.080334725793
"1312",191.895012472112
"1313",154.863156939411
"1314",183.585645026266
"1315",144.309898172671
"1316",208.598329799752
"1317",172.257340386766
"1318",174.352959317835
"1319",182.911957931189
"1320",201.656542442875
"1321",161.93671263032
"1322",159.199168981409
"1323",154.069778012574
"1324",178.721010225413
"1325",217.749477993635
"1326",201.225435491307
"1327",167.04998409744
"1328",157.102242381508
"1329",175.23524773002
"1330",169.110643885684
"1331",161.814506862622
"1332",167.669351351132
"1333",203.814343303539
"1334",173.148184814428
"1335",177.693404897491
"1336",184.818769989051
"1337",187.54589481456
"1338",196.209396148721
"1339",192.155182143171
"1340",148.523738039013
"1341",144.037052741794
"1342",200.346809223692
"1343",160.733889402947
"1344",158.145844402993
"1345",149.505662201931
"1346",153.744529880305
"1347",158.498397370934
"1348",190.263886997473
"1349",217.957025608628
"1350",175.11416169252
"1351",153.986465614211
"1352",180.385930790225
"1353",163.369074196927
"1354",181.002875717695
"1355",189.561929397518
"1356",173.434547302172
"1357",157.656012714144
"1358",191.966726490402
"1359",137.301671958485
"1360",213.147148460906
"1361",180.822940244358
