species,larval,postlarval,juvenile-adult
macrobrachium,0.545885946,0.155337518,0.505456354
macrobrachium,0.541202484,0.203116064,0.6080663
macrobrachium,0.762819997,0.119048918,0.560721166
macrobrachium,0.57863348,0.273333447,0.595095398
macrobrachium,0.542125057,0.149687613,0.426110389
macrobrachium,0.397479062,0.148476392,0.454687223
macrobrachium,0.460758411,0.267372686,0.472281797
macrobrachium,0.573373108,0.142198414,0.512642125
macrobrachium,0.605235346,0.141563956,0.538338026
macrobrachium,0.454772151,0.184691012,0.404260591
macrobrachium,0.54180936,0.20770342,0.634234166
macrobrachium,0.435298728,0.224507489,0.522261612
macrobrachium,0.469804157,0.110013368,0.421531648
macrobrachium,0.476020581,0.215874571,0.52391167
macrobrachium,0.532191085,0.133500771,0.524246937
macrobrachium,0.404771848,0.262472498,0.510268199
macrobrachium,0.484099788,0.192021147,0.484256591
macrobrachium,0.521717652,0.161385466,0.460901794
macrobrachium,0.492993903,0.156960061,0.468447293
macrobrachium,0.480476897,0.224406092,0.630939892
macrobrachium,0.471452611,0.113012603,0.514560266
macrobrachium,0.693062524,0.109681984,0.446254362
macrobrachium,0.521883703,0.187050383,0.497503354
macrobrachium,0.467099729,0.178916596,0.522621318
macrobrachium,0.518832895,0.209606125,0.508418777
macrobrachium,0.636682719,0.124742199,0.369890305
macrobrachium,0.558491011,0.210662343,0.508357233
macrobrachium,0.510523994,0.164554922,0.403231002
macrobrachium,0.627135497,0.108920763,0.522871361
macrobrachium,0.586771988,0.242594194,0.50137775
macrobrachium,0.516901674,0.165798013,0.488762341
macrobrachium,0.522577682,0.137585741,0.4848499
macrobrachium,0.533336463,0.14312803,0.415129351
macrobrachium,0.421121533,0.275389216,0.513066256
macrobrachium,0.414447536,0.14527042,0.444455205
macrobrachium,0.581111043,0.213649018,0.491808806
macrobrachium,0.614115259,0.165500551,0.453954461
macrobrachium,0.5101981,0.209357624,0.475323679
macrobrachium,0.503788322,0.207788427,0.44221911
macrobrachium,0.417359192,0.220539796,0.559559708
macrobrachium,0.532889221,0.287144128,0.481389303
macrobrachium,0.591191785,0.201017055,0.516555693
macrobrachium,0.480827395,0.208878977,0.411662028
macrobrachium,0.577761759,0.116448881,0.513700013
macrobrachium,0.44290931,0.134085878,0.575652793
macrobrachium,0.455815261,0.091998346,0.408491504
macrobrachium,0.473223306,0.184402759,0.650435491
macrobrachium,0.619402603,0.184052582,0.572387063
macrobrachium,0.545135359,0.200723533,0.49016223
macrobrachium,0.507572138,0.203479807,0.435854148
macrobrachium,0.568747582,0.236045312,0.564975859
macrobrachium,0.674514892,0.185760301,0.465734273
macrobrachium,0.493130024,0.149962676,0.571118848
macrobrachium,0.702240467,0.121927368,0.426072294
macrobrachium,0.680969294,0.112739223,0.50433154
macrobrachium,0.481338628,0.171761696,0.475816197
macrobrachium,0.44708635,0.07834071,0.517727773
macrobrachium,0.567581525,0.100827124,0.53041086
macrobrachium,0.547928996,0.114912335,0.480473236
macrobrachium,0.437123726,0.123501575,0.50878088
macrobrachium,0.610965843,0.145624928,0.435085201
macrobrachium,0.507655684,0.269171634,0.498812678
macrobrachium,0.445296613,0.135974796,0.464944114
macrobrachium,0.560431076,0.107418123,0.488763957
macrobrachium,0.599062817,0.256161673,0.420448259
macrobrachium,0.450095609,0.224399497,0.548284976
macrobrachium,0.652529016,0.150512259,0.438309272
macrobrachium,0.509275571,0.165186984,0.478339166
macrobrachium,0.616879887,0.195880173,0.367661568
macrobrachium,0.644241634,0.20114096,0.499011109
macrobrachium,0.495370542,0.112950668,0.44309971
macrobrachium,0.631127219,0.38975503,0.527279117
macrobrachium,0.482175901,0.18938562,0.453878798
macrobrachium,0.640301856,0.329525645,0.532200686
macrobrachium,0.468173518,0.215643236,0.564903104
macrobrachium,0.569224533,0.245889688,0.44333817
macrobrachium,0.476648475,0.142408107,0.453160984
macrobrachium,0.498443203,0.163276054,0.572108496
macrobrachium,0.686141955,0.098872307,0.582453499
macrobrachium,0.612354726,0.149489387,0.426405492
macrobrachium,0.725118524,0.237958314,0.486507563
macrobrachium,0.565444607,0.141097818,0.438623919
macrobrachium,0.680638198,0.183554425,0.417977312
macrobrachium,0.51353342,0.215081842,0.523327851
macrobrachium,0.671829739,0.123094387,0.510896955
macrobrachium,0.64665312,0.164279865,0.438043177
macrobrachium,0.679765046,0.159205467,0.455635483
macrobrachium,0.514847722,0.112190388,0.558201347
macrobrachium,0.452612153,0.160546005,0.415499105
macrobrachium,0.706372638,0.192895848,0.385479394
macrobrachium,0.65842835,0.318530619,0.487100711
macrobrachium,0.482107875,0.217679804,0.542371232
macrobrachium,0.422100683,0.128024482,0.548972464
macrobrachium,0.495839841,0.317348663,0.475538106
macrobrachium,0.620729577,0.206478039,0.448445624
macrobrachium,0.693460028,0.255505175,0.391042769
macrobrachium,0.525377126,0.119537748,0.531072102
macrobrachium,0.554838665,0.174799907,0.47824247
macrobrachium,0.451685502,0.226923881,0.559351768
macrobrachium,0.552424068,0.256715075,0.487847889
macrobrachium,0.638205736,0.252555315,0.443076488
macrobrachium,0.440237026,0.307009121,0.429725423
macrobrachium,0.57953671,0.241015955,0.403833764
macrobrachium,0.477850452,0.229838757,0.497468732
macrobrachium,0.461786725,0.185650839,0.578428233
macrobrachium,0.486240316,0.137617547,0.409409509
macrobrachium,0.571465271,0.226959511,0.466023495
macrobrachium,0.527159255,0.136841411,0.524433377
macrobrachium,0.367870068,0.385799434,0.439568302
macrobrachium,0.844398356,0.184009785,0.530481052
macrobrachium,0.475987561,0.119371731,0.508372475
macrobrachium,0.433937448,0.231475574,0.535853468
macrobrachium,0.541612861,0.306336556,0.382210899
macrobrachium,0.440205845,0.154890992,0.520331645
macrobrachium,0.679391712,0.155246566,0.521187389
macrobrachium,0.501834347,0.185885725,0.532230144
macrobrachium,0.549452053,0.150278228,0.471802642
macrobrachium,0.476867158,0.263857364,0.535634254
macrobrachium,0.442459907,0.273636581,0.475567273
macrobrachium,0.652245876,0.220838684,0.546201611
macrobrachium,0.35298474,0.127761413,0.571696137
macrobrachium,0.485480032,0.117053945,0.466551049
macrobrachium,0.493291743,0.12053006,0.460622687
macrobrachium,0.532760272,0.120520047,0.43453004
macrobrachium,0.484085551,0.129438579,0.420002809
macrobrachium,0.522980229,0.253799066,0.512055546
macrobrachium,0.567840474,0.126819847,0.522520559
macrobrachium,0.522376681,0.275563018,0.46421271
macrobrachium,0.512631047,0.112256353,0.478950809
macrobrachium,0.425277089,0.132037916,0.505117406
macrobrachium,0.549798856,0.096048577,0.444033749
macrobrachium,0.452243322,0.196772405,0.547418433
macrobrachium,0.613624174,0.227358991,0.518422543
macrobrachium,0.550694698,0.229437184,0.508616868
macrobrachium,0.495040112,0.170268248,0.446205409
macrobrachium,0.581897608,0.129497847,0.456081226
macrobrachium,0.628411464,0.188158094,0.545653419
macrobrachium,0.518072414,0.072895843,0.506582252
macrobrachium,0.656088979,0.202817533,0.466290119
macrobrachium,0.530770884,0.114256685,0.549444746
macrobrachium,0.625927698,0.10828323,0.480752518
macrobrachium,0.502379795,0.379493329,0.481152318
macrobrachium,0.439251631,0.121126897,0.44025223
macrobrachium,0.512653994,0.124536376,0.606033547
macrobrachium,0.558135485,0.149282327,0.471047036
macrobrachium,0.492320554,0.122608111,0.533915492
macrobrachium,0.509160014,0.168342849,0.528909508
macrobrachium,0.53931116,0.104333687,0.402042547
macrobrachium,0.599255755,0.195008686,0.421279685
macrobrachium,0.403981443,0.131729407,0.525124039
macrobrachium,0.593063118,0.290714561,0.460402756
macrobrachium,0.642259952,0.227316082,0.561551647
macrobrachium,0.468536784,0.15763329,0.506883125
macrobrachium,0.488830662,0.108091611,0.499259544
macrobrachium,0.55874994,0.276391541,0.571386209
macrobrachium,0.623651969,0.172326485,0.546817678
macrobrachium,0.648643615,0.326180981,0.398426157
macrobrachium,0.501561317,0.16132327,0.480526789
macrobrachium,0.482049167,0.143196867,0.446285501
macrobrachium,0.529354552,0.278193296,0.532358555
macrobrachium,0.430198809,0.177020949,0.511802632
macrobrachium,0.507232724,0.080558656,0.578638712
macrobrachium,0.389183179,0.152056964,0.431733785
macrobrachium,0.586428467,0.166014709,0.559858672
macrobrachium,0.652539148,0.221167513,0.585983091
macrobrachium,0.62484893,0.125057535,0.389907459
macrobrachium,0.643965582,0.169932893,0.427941144
macrobrachium,0.501314048,0.244741378,0.414204521
macrobrachium,0.485174072,0.134694774,0.396550131
macrobrachium,0.461741887,0.269796386,0.523730407
macrobrachium,0.567907681,0.116602978,0.669691881
macrobrachium,0.486875725,0.170906146,0.56072318
macrobrachium,0.672759793,0.131155861,0.49628375
macrobrachium,0.546576211,0.195149087,0.534001251
macrobrachium,0.681765856,0.162990545,0.470569722
macrobrachium,0.520461115,0.25935742,0.442583091
macrobrachium,0.588762578,0.315486219,0.487663727
macrobrachium,0.452775139,0.190428991,0.601035911
macrobrachium,0.573946305,0.13872333,0.415891038
macrobrachium,0.618493426,0.22691492,0.486745165
macrobrachium,0.514329086,0.263694185,0.508778114
macrobrachium,0.585337695,0.244861258,0.582625548
macrobrachium,0.431995924,0.321515326,0.684238583
macrobrachium,0.547064071,0.215392553,0.46063556
macrobrachium,0.675011413,0.19682077,0.451862902
macrobrachium,0.579614968,0.20537756,0.452884755
macrobrachium,0.491227474,0.126735273,0.506616552
macrobrachium,0.48740558,0.136770243,0.624148795
macrobrachium,0.622911156,0.220045753,0.499317324
macrobrachium,0.540719565,0.175845796,0.423014115
macrobrachium,0.512518842,0.197881631,0.457231335
macrobrachium,0.53068599,0.120766426,0.46720449
macrobrachium,0.431532802,0.126849341,0.458486186
macrobrachium,0.55062425,0.111158423,0.431437793
macrobrachium,0.584999769,0.135028342,0.465627219
macrobrachium,0.465357733,0.195019946,0.447385199
macrobrachium,0.504626318,0.205902554,0.498197132
macrobrachium,0.617781068,0.194579364,0.461307057
macrobrachium,0.385113003,0.182019093,0.461277129
macrobrachium,0.599654651,0.216995984,0.428079902
macrobrachium,0.591240872,0.212748734,0.46196195
macrobrachium,0.629996938,0.226589014,0.47880842
macrobrachium,0.493387996,0.166141665,0.534696956
macrobrachium,0.466325815,0.12778867,0.472416622
macrobrachium,0.530802945,0.105203105,0.502414374
macrobrachium,0.529872224,0.218586325,0.601886859
macrobrachium,0.561988587,0.304702521,0.443059888
macrobrachium,0.679620451,0.204983734,0.486053769
macrobrachium,0.342871808,0.151581461,0.43585206
macrobrachium,0.635058477,0.141290673,0.485697662
macrobrachium,0.469352197,0.190354376,0.5837369
macrobrachium,0.503064617,0.17984374,0.443814814
macrobrachium,0.426607337,0.111452771,0.505449813
macrobrachium,0.465522011,0.18775841,0.404196195
macrobrachium,0.532147152,0.239491506,0.409435922
macrobrachium,0.600834385,0.137518843,0.461786463
macrobrachium,0.66607219,0.198029065,0.560896693
macrobrachium,0.406797505,0.281647253,0.524573153
macrobrachium,0.56247164,0.098566426,0.568854103
macrobrachium,0.519690721,0.159925606,0.596361428
macrobrachium,0.575041007,0.129098691,0.67322321
macrobrachium,0.716820342,0.157591871,0.42445606
macrobrachium,0.573293616,0.154082793,0.542811017
macrobrachium,0.669724831,0.247794213,0.40725704
macrobrachium,0.682751182,0.235884365,0.474432853
macrobrachium,0.449984371,0.230836165,0.550026338
macrobrachium,0.599190836,0.252434222,0.482690511
macrobrachium,0.494159278,0.246488205,0.516362034
macrobrachium,0.392369933,0.12967639,0.527011441
macrobrachium,0.684300124,0.1770941,0.480614423
macrobrachium,0.544374568,0.252536992,0.654090989
macrobrachium,0.474950924,0.217091023,0.540644729
macrobrachium,0.462794714,0.148793043,0.535729859
macrobrachium,0.825624193,0.212419938,0.535723991
macrobrachium,0.532581935,0.296783322,0.479949232
macrobrachium,0.497917387,0.158333586,0.485726307
macrobrachium,0.700170211,0.163890031,0.407049675
macrobrachium,0.47902259,0.178931056,0.511597705
macrobrachium,0.625482549,0.142532526,0.411483521
macrobrachium,0.458258855,0.161963882,0.554580796
macrobrachium,0.401891933,0.203631477,0.520964667
macrobrachium,0.317494091,0.150331559,0.48846444
macrobrachium,0.668246269,0.234578462,0.60766132
macrobrachium,0.766506587,0.131707255,0.482627414
macrobrachium,0.402895849,0.120312355,0.42811575
macrobrachium,0.573346956,0.177604538,0.452714166
macrobrachium,0.412539202,0.289512816,0.407581557
macrobrachium,0.591605092,0.080988031,0.424778346
macrobrachium,0.651262387,0.313367395,0.529878621
macrobrachium,0.589012174,0.126165606,0.463437354
macrobrachium,0.476333814,0.161410881,0.492305945
macrobrachium,0.485166692,0.164378446,0.559802661
macrobrachium,0.573358422,0.245648744,0.567214203
macrobrachium,0.448381874,0.238331601,0.430615594
macrobrachium,0.449554811,0.134745915,0.431770543
macrobrachium,0.462858817,0.170378878,0.450945026
macrobrachium,0.814873551,0.223675201,0.478453491
macrobrachium,0.449583968,0.205541973,0.474622086
macrobrachium,0.575082097,0.124192536,0.428175201
macrobrachium,0.587108656,0.159254179,0.473736272
macrobrachium,0.385065944,0.098840002,0.496830815
macrobrachium,0.482281058,0.129983854,0.584437114
macrobrachium,0.544787997,0.154394228,0.47133847
macrobrachium,0.47487362,0.187832271,0.446464143
macrobrachium,0.613587955,0.175351368,0.359063766
macrobrachium,0.49807261,0.157622992,0.515465577
macrobrachium,0.689993447,0.262217279,0.470156972
macrobrachium,0.580210996,0.188843288,0.364536732
macrobrachium,0.434661015,0.298565289,0.449154819
macrobrachium,0.581571056,0.167674089,0.541477111
macrobrachium,0.588928196,0.329616397,0.502320812
macrobrachium,0.50171543,0.181205346,0.619957307
macrobrachium,0.486518838,0.109324119,0.564307535
macrobrachium,0.574605827,0.17263235,0.412016902
macrobrachium,0.571467574,0.183798336,0.504371755
macrobrachium,0.385016975,0.159616025,0.458188638
macrobrachium,0.51830959,0.195677018,0.430732746
macrobrachium,0.611572591,0.112098892,0.49571517
macrobrachium,0.463942361,0.208322434,0.486419858
macrobrachium,0.503690645,0.176112226,0.464479761
macrobrachium,0.47960915,0.276713386,0.513864581
macrobrachium,0.599326974,0.10028946,0.508564078
macrobrachium,0.537019397,0.218168463,0.413643708
macrobrachium,0.67410913,0.243848989,0.482491062
macrobrachium,0.532001015,0.233430859,0.532501659
macrobrachium,0.454785925,0.198142056,0.464883242
macrobrachium,0.54455592,0.21456323,0.507874865
macrobrachium,0.488629399,0.168003422,0.503377375
macrobrachium,0.556592683,0.150781967,0.372066661
macrobrachium,0.647995983,0.090044018,0.463231555
macrobrachium,0.545449375,0.275747032,0.55052811
macrobrachium,0.666309345,0.127694883,0.563831809
macrobrachium,0.677292916,0.119258682,0.459958813
macrobrachium,0.526997955,0.068269845,0.546033872
macrobrachium,0.605188008,0.33343365,0.466755224
macrobrachium,0.572945542,0.15901571,0.476073324
macrobrachium,0.48529659,0.314993461,0.47809231
macrobrachium,0.585456486,0.163550912,0.707222763
macrobrachium,0.512394196,0.20783778,0.481406015
macrobrachium,0.516305259,0.306315213,0.50039476
macrobrachium,0.566753996,0.216558513,0.407928064
macrobrachium,0.559814259,0.122795173,0.470763928
macrobrachium,0.48892998,0.134728795,0.550463416
macrobrachium,0.717488951,0.200244179,0.600045645
macrobrachium,0.693645708,0.15163044,0.398241879
macrobrachium,0.359177572,0.293610852,0.481088624
macrobrachium,0.518215256,0.119767916,0.542172647
macrobrachium,0.552584102,0.174298053,0.545832754
macrobrachium,0.428492453,0.205943006,0.538686094
macrobrachium,0.574399682,0.142812128,0.451209148
macrobrachium,0.542944929,0.185649691,0.412142019
macrobrachium,0.550417542,0.159027522,0.414702252
macrobrachium,0.720295219,0.242671006,0.460465086
macrobrachium,0.475272689,0.207706279,0.498782896
macrobrachium,0.484977341,0.199269291,0.481310639
macrobrachium,0.534763571,0.221613342,0.469305131
macrobrachium,0.4354145,0.379309518,0.464674101
macrobrachium,0.439839487,0.126814125,0.447862206
macrobrachium,0.690562637,0.099940745,0.473875547
macrobrachium,0.485743974,0.192966947,0.526321792
macrobrachium,0.583197498,0.093001033,0.556296582
macrobrachium,0.726175553,0.229457072,0.588970462
macrobrachium,0.552792105,0.194002492,0.42565116
macrobrachium,0.514303543,0.219720896,0.534191182
macrobrachium,0.561666279,0.445111324,0.484778212
macrobrachium,0.511052083,0.1696875,0.500540422
macrobrachium,0.49301171,0.176589045,0.51526978
macrobrachium,0.673331348,0.126545644,0.455428254
macrobrachium,0.436954424,0.142880969,0.501562642
macrobrachium,0.534225632,0.173195202,0.549923135
macrobrachium,0.624890942,0.152807818,0.51354097
macrobrachium,0.452037867,0.12748742,0.368350251
macrobrachium,0.564520433,0.141446326,0.496148308
macrobrachium,0.635627668,0.270843447,0.445635663
macrobrachium,0.429154164,0.114860904,0.504570152
macrobrachium,0.483792576,0.172718151,0.378536655
macrobrachium,0.502511929,0.134506816,0.492694442
macrobrachium,0.457023541,0.160126651,0.460992247
macrobrachium,0.631776536,0.209809244,0.49581234
macrobrachium,0.662827984,0.148741845,0.626140256
macrobrachium,0.482606086,0.070650946,0.418705134
macrobrachium,0.613247894,0.224893743,0.638920113
macrobrachium,0.638502447,0.212518259,0.548338883
macrobrachium,0.53652761,0.288243408,0.408137918
macrobrachium,0.431167212,0.089324174,0.525682792
macrobrachium,0.543767319,0.163231664,0.554356881
macrobrachium,0.639227537,0.53173225,0.440326899
macrobrachium,0.61225843,0.112390051,0.555436754
macrobrachium,0.581657206,0.127072689,0.525796761
macrobrachium,0.658631688,0.116506787,0.481184558
macrobrachium,0.473466883,0.211467285,0.539328777
macrobrachium,0.432156917,0.30743468,0.420365412
macrobrachium,0.494306594,0.161928136,0.444608229
macrobrachium,0.643073143,0.250539605,0.518549576
macrobrachium,0.517161058,0.156640806,0.494232755
macrobrachium,0.647640619,0.427322842,0.461135799
macrobrachium,0.664900822,0.13358279,0.479843781
macrobrachium,0.501858732,0.199888156,0.493439922
macrobrachium,0.492734519,0.109467035,0.5007145
macrobrachium,0.63514535,0.215358871,0.629825502
macrobrachium,0.688145739,0.204238007,0.577480465
macrobrachium,0.553633242,0.099852012,0.474073388
macrobrachium,0.740276192,0.207482835,0.461501033
macrobrachium,0.443020656,0.109362586,0.400567381
macrobrachium,0.493526821,0.289208645,0.527125159
macrobrachium,0.624687138,0.125888035,0.455254188
macrobrachium,0.503679239,0.148454585,0.504812147
macrobrachium,0.45497536,0.214159167,0.57086492
macrobrachium,0.652140437,0.175569654,0.455096371
macrobrachium,0.466010499,0.079371911,0.509461601
macrobrachium,0.827800288,0.197642177,0.541205978
macrobrachium,0.468766513,0.160163896,0.573054949
macrobrachium,0.420110709,0.149866932,0.475160429
macrobrachium,0.473040227,0.162288626,0.433504271
macrobrachium,0.586421204,0.170886412,0.510720786
macrobrachium,0.470220956,0.143716859,0.595531439
macrobrachium,0.603063624,0.14271878,0.51868517
macrobrachium,0.453888195,0.173995347,0.445363007
macrobrachium,0.490030777,0.133663154,0.49252979
macrobrachium,0.518359616,0.225186183,0.523802015
macrobrachium,0.461274699,0.091714575,0.544142864
macrobrachium,0.523896829,0.123042636,0.423027743
macrobrachium,0.526914652,0.128715301,0.445562937
macrobrachium,0.354053865,0.254245606,0.505113699
macrobrachium,0.6517187,0.173744566,0.513747176
macrobrachium,0.466377713,0.130979816,0.453044429
macrobrachium,0.518275756,0.353364122,0.522104114
macrobrachium,0.3378503,0.170129505,0.402542929
macrobrachium,0.467993431,0.162953008,0.401176955
macrobrachium,0.603721891,0.216819312,0.459326518
macrobrachium,0.428226291,0.133702242,0.503751188
macrobrachium,0.729269012,0.209530002,0.526899762
macrobrachium,0.433098203,0.072577756,0.490971682
macrobrachium,0.730708069,0.288841753,0.545639139
macrobrachium,0.668150262,0.150161338,0.477691062
macrobrachium,0.510238153,0.143700346,0.545024725
macrobrachium,0.542576867,0.184654748,0.650771121
macrobrachium,0.555394681,0.212519966,0.449615486
macrobrachium,0.46593974,0.160978695,0.454611429
macrobrachium,0.67669367,0.150855814,0.44353286
macrobrachium,0.39584889,0.141003272,0.525307308
macrobrachium,0.485097308,0.219616962,0.531790094
macrobrachium,0.653127533,0.149273828,0.465920565
macrobrachium,0.401802033,0.208584043,0.546105792
macrobrachium,0.497354065,0.103054897,0.500131616
macrobrachium,0.452808388,0.149436154,0.536811229
macrobrachium,0.487434913,0.213531344,0.585713432
macrobrachium,0.556373919,0.168460327,0.450456808
macrobrachium,0.520290748,0.12504787,0.638401641
macrobrachium,0.539212548,0.145005988,0.46414938
macrobrachium,0.551820675,0.151220555,0.473443263
macrobrachium,0.634545358,0.271445345,0.47236642
macrobrachium,0.417707359,0.200580914,0.412046784
macrobrachium,0.583379691,0.219067406,0.52086331
macrobrachium,0.491812519,0.322481142,0.469359132
macrobrachium,0.693376441,0.262769816,0.444283587
macrobrachium,0.459727765,0.162336008,0.480228523
macrobrachium,0.427475623,0.234661706,0.557901389
macrobrachium,0.52806731,0.129085606,0.415892294
macrobrachium,0.639803871,0.14148003,0.543151359
macrobrachium,0.568792237,0.286348378,0.409874324
macrobrachium,0.409156055,0.193682786,0.427920325
macrobrachium,0.536778941,0.110258934,0.536827532
macrobrachium,0.751773452,0.09998706,0.598363552
macrobrachium,0.584499908,0.167243858,0.402065228
macrobrachium,0.589802054,0.123966821,0.526340696
macrobrachium,0.531353004,0.176644662,0.473133727
macrobrachium,0.431930917,0.193831467,0.4256191
macrobrachium,0.466215295,0.291820413,0.528722022
macrobrachium,0.611109536,0.205138663,0.5336808
macrobrachium,0.517329593,0.188553901,0.609682107
macrobrachium,0.624691423,0.1583407,0.472228834
macrobrachium,0.578865439,0.192447262,0.497034579
macrobrachium,0.608024938,0.169413019,0.475002191
macrobrachium,0.432478499,0.130905325,0.561461587
macrobrachium,0.458863196,0.129290981,0.473683748
macrobrachium,0.729386141,0.257761917,0.554279598
macrobrachium,0.838357137,0.250942948,0.524838398
macrobrachium,0.498859028,0.137467078,0.488370205
macrobrachium,0.605912711,0.234119355,0.436900398
macrobrachium,0.466380222,0.124570709,0.454879164
macrobrachium,0.701492259,0.276144059,0.556906209
macrobrachium,0.425439105,0.226041327,0.508791928
macrobrachium,0.518070564,0.175813535,0.505453272
macrobrachium,0.391620509,0.254730747,0.44137989
macrobrachium,0.439154887,0.15459313,0.520803408
macrobrachium,0.433410849,0.15512432,0.574761583
macrobrachium,0.550435963,0.209407122,0.459652501
macrobrachium,0.52874659,0.263526012,0.564370579
macrobrachium,0.491160219,0.151666753,0.453449621
macrobrachium,0.453368391,0.257500791,0.471383094
macrobrachium,0.667327865,0.184030582,0.552636435
macrobrachium,0.623269358,0.228595511,0.390751219
macrobrachium,0.516169011,0.182367402,0.50615114
macrobrachium,0.51335175,0.153125103,0.495816771
macrobrachium,0.56381062,0.11054592,0.459304568
macrobrachium,0.552805367,0.154332118,0.505414441
macrobrachium,0.562085108,0.162626045,0.531580367
macrobrachium,0.620113996,0.212309299,0.502722895
