"","total.farmed"
"216",113.371872712821
"217",188.86411356645
"218",145.001354119589
"219",108.8537278881
"220",135.462620581885
"221",138.414206596626
"222",125.668712156155
"223",150.628920271309
"224",144.468977586058
"225",143.750949148984
"226",161.342094978095
"227",135.681422074994
"228",184.423875016592
"229",155.78906856172
"230",191.686002208313
"231",119.001449570987
"232",155.312651397985
"233",164.922487970844
"234",165.171895018135
"235",165.00822698038
"236",193.79199593105
"237",121.326512987963
"238",177.565591342642
"239",192.810639625892
"240",167.872266077854
"241",162.046770996912
"242",143.90828837066
"243",122.761010718106
"244",163.490840570215
"245",174.298994709827
"246",146.968101042655
"247",134.440796356243
"248",105.435418110697
"249",140.82776298788
"250",128.7153830941
"251",156.645742101626
"252",148.728621664295
"253",167.724254235566
"254",120.3770511849
"255",141.681840043761
"256",111.287125838575
"257",180.496363429216
"258",127.171952274335
"259",118.889289184831
"260",133.127253655801
"261",178.113317683154
"262",206.607168936112
"263",148.023618929944
"264",151.041966698988
"265",162.378090931492
"266",159.581858786874
"267",141.132965952843
"268",127.187099498275
"269",175.393276213117
"270",178.62646551531
"271",121.34711247115
"272",124.789046714821
"273",106.188071856868
"274",185.971005965942
"275",172.21604371962
"276",199.313195808847
"277",183.285242546746
"278",185.86472400614
"279",122.094358022481
"280",148.375827105041
"281",136.593558576041
"282",166.727154509254
"283",203.687605828951
"284",101.164516324741
"285",184.77753242405
"286",175.52317405276
"287",116.774071766834
"288",150.641730504612
"289",161.507561487949
"290",146.105476085034
"291",137.586614607888
"292",167.014951602354
"293",143.25316910543
"294",143.410280699198
"295",155.63788698026
"296",213.973716639424
"297",191.460778742467
"298",185.267139861428
"299",170.823886222629
"300",153.690980281948
"301",132.260997772223
"302",114.677193040864
"303",148.233056123381
"304",119.818409596231
"305",181.824357933962
"306",143.207887879812
"307",134.738093554734
"308",122.453207899249
"309",147.300293099319
"310",202.303376919185
"311",137.326436583271
"312",136.500569091269
"313",131.978933338426
"314",148.186927011776
"315",175.4197648658
"316",194.338391699027
"317",126.851677112195
"318",156.539208695683
"319",109.978090230016
"320",117.158903292762
"321",157.934748300988
"322",132.036626707988
"323",167.258900580743
"324",151.896412391572
"325",141.187036794162
"326",144.78022806392
"327",139.559756140354
"328",191.972485996086
"329",160.423069548312
"330",164.533442423795
"331",152.835789551777
"332",193.61122397517
"333",170.346177078098
"334",211.783104159425
"335",137.249369500132
"336",172.204738793298
"337",158.666118210986
"338",169.113332467628
"339",185.799553342202
"340",145.350959488787
"341",150.456946086212
"342",161.192918387783
"343",128.375076406485
"344",183.301755484214
"345",152.036199462113
"346",117.193262314814
"347",164.589184113537
"348",161.328873391629
"349",131.006784431841
"350",184.492054299528
"351",166.661026371191
"352",156.548147852688
"353",168.442800163196
"354",124.88012444598
"355",169.250738388769
"356",131.651679339445
"357",163.21878354188
"358",133.239857206682
"359",200.162621663768
"360",141.810670147167
"361",147.491248718287
"362",121.907940943014
"363",114.384782125391
"364",183.646542803502
"365",144.040868073328
"366",149.223719736988
"367",152.387209311813
"368",166.794754983499
"369",167.701143269928
"370",127.390779459326
"371",129.932408178295
"372",128.437833246775
"373",172.015377823276
"374",202.56968733696
"375",172.049956628181
"376",147.417326410331
"377",149.280028427399
"378",149.615248661781
"379",151.828150115504
"380",144.52860290149
"381",156.727982000999
"382",191.176452506549
"383",130.22193494425
"384",193.316194401934
"385",115.95988628949
"386",177.314422163919
"387",132.647178256691
"388",114.804827555205
"389",191.606981275158
"390",146.287852678151
"391",152.117594279231
"392",138.674632562722
"393",120.047288601556
"394",142.47120909175
"395",146.533519238305
"396",103.335465983368
"397",176.18954044432
"398",157.424572194505
"399",153.662701595318
"400",181.375851521087
"401",137.892378979539
"402",152.217099648247
"403",185.840061458482
"404",176.866012196693
"405",109.746074793304
"406",154.134567265775
"407",150.843727997932
"408",125.378788473556
"409",130.613915458441
"410",192.353005195076
"411",182.851314995713
"412",197.874684066046
"413",173.461230704268
"414",134.484308144553
"415",126.340377504884
"416",160.946601941662
"417",180.985598347801
"418",145.158035798956
"419",133.905353619394
"420",141.820939431885
"421",205.182095394952
"422",143.07027314811
"423",94.9265682500422
"424",200.462814145824
"425",134.197762593822
"426",184.492399347149
"427",142.625568607904
"428",156.441094489446
"429",162.985091851475
"430",180.661923971893
"431",143.278852292037
"432",127.744807875876
"433",164.552092532151
"434",156.236132104547
"435",131.491464729911
"436",184.188621796313
"437",192.141511222344
"438",113.896338398117
"439",166.593128741901
"440",172.814434934467
"441",151.686528191758
"442",136.057421363119
"443",141.404604524332
"444",171.956144841467
"445",186.91351322218
"446",146.875006728
"447",125.444104095777
"448",110.006605885831
"449",141.061398401473
"450",128.077211412036
"451",127.48258885643
"452",124.018021400182
"453",129.518086187822
"454",145.540357796957
"455",195.49879671692
"456",114.726959184628
"457",207.19535028377
"458",216.75102804825
"459",190.149754183337
"460",160.996534678268
"461",180.465263245671
"462",117.70567625691
"463",168.572646457324
"464",181.939311496654
"465",125.948242057598
"466",211.570251563369
"467",178.843949295304
"468",144.24285729025
"469",154.627922320932
"470",152.97087163825
"471",172.042668841755
"472",173.91352493072
"473",186.569748307653
"474",162.768004044562
"475",173.033460132956
"476",140.949522000914
"477",156.843164714778
"478",137.627039528844
"479",147.274173447286
"480",140.530165587985
"481",98.4345603363102
"482",156.292952111914
"483",149.202021892195
"484",154.645256535902
"485",144.437810274724
"486",126.434219849569
"487",163.878296078299
"488",124.63602995665
"489",147.315565641946
"490",168.93611003515
"491",134.407549579657
"492",150.277382174433
"493",149.494130018203
"494",128.349673336865
"495",108.086300461222
"496",137.655111467274
"497",164.406560104642
"498",167.551977665389
"499",191.249237295022
"500",148.257435885117
"501",123.507806149301
"502",152.749865900382
"503",133.839352552349
"504",127.758245417023
"505",159.710745611915
"506",90.5450649253898
"507",121.558426937703
"508",135.393996476247
"509",99.7519971225157
"510",147.132429871272
"511",137.715632156885
"512",114.041827664346
"513",126.692627452877
"514",141.568194367647
"515",132.262321672418
"516",155.98789163849
"517",152.183082303947
"518",130.880162697913
"519",211.17044847803
"520",143.141053174586
"521",203.542050863758
"522",110.167568107532
"523",147.730378676243
"524",179.901437679762
"525",172.243833546102
"526",155.292813006441
"527",153.587229390276
"528",186.452390572617
"529",128.502377977775
"530",136.041460464102
"531",155.165715406579
"532",131.860963122969
"533",145.443666740295
"534",169.653036309407
"535",186.580572448033
"536",197.432573947504
"537",127.547189850763
"538",115.904297093058
"539",133.059205784274
"540",162.478501406869
"541",168.719970954182
"542",142.44110417878
"543",106.07191477918
"544",119.567041959186
"545",105.712355046257
"546",98.8432880882181
"547",122.331488637189
"548",167.826880709805
"549",135.647293188032
"550",102.535866929852
"551",115.384790439511
"552",148.485442687481
"553",151.851851590017
"554",145.665011379144
"555",146.70034729653
"556",153.549187654121
"557",157.725423310707
"558",159.470241300086
"559",148.230651425338
"560",143.583952583833
"561",159.975466974727
"562",144.545540226774
"563",148.306886204764
"564",187.241927628794
"565",136.141085894809
"566",192.171746037023
"567",163.521057174122
"568",118.710614648865
"569",115.182998036415
"570",158.085879887072
"571",178.545944046909
"572",115.547432244334
"573",108.099912655938
"574",106.525471250704
"575",130.109931499632
"576",137.303581862468
"577",143.438809389666
"578",175.170427183892
"579",169.765075986856
"580",144.852215325727
"581",158.128328872634
"582",129.929068961674
"583",194.321872385767
"584",120.946169466981
"585",159.449337679487
"586",186.195615401226
"587",156.04163023769
"588",126.241695543126
"589",191.430538832547
"590",137.593796472593
"591",136.763889181695
"592",138.814542943507
"593",174.523868046288
"594",127.13544079567
"595",137.472322887459
"596",114.014456955205
"597",116.554218146721
"598",182.370645367392
"599",138.935501666584
"600",137.005579161694
"601",156.84145880624
"602",139.845558136241
"603",184.651448238138
"604",133.84041658173
"605",116.940094857723
"606",187.599881026065
"607",158.448880647097
"608",110.705840482899
"609",197.601470956989
"610",183.859100967368
"611",154.115630192859
"612",171.442424104631
"613",175.015313221479
"614",133.662146564832
"615",159.465185458743
"616",176.01134247522
"617",177.436942699938
"618",153.881713489565
"619",151.736820358586
"620",151.779801635168
"621",81.1654123193872
"622",115.517598659733
"623",116.085854417116
"624",151.851480365254
"625",120.203824689105
"626",117.871637544403
"627",160.353679808449
"628",143.100566153686
"629",185.114298956498
"630",204.156450438855
"631",127.65508882196
"632",140.192904116145
"633",148.537066114298
"634",135.335652209757
"635",155.276555437641
"636",155.517487951977
"637",141.753558700054
"638",126.594622120366
"639",162.444473696853
"640",180.241990516083
"641",191.192074342832
"642",136.831228167589
"643",163.39789488026
"644",168.516088086582
"645",142.885893167903
"646",203.643997284964
"647",159.948762084293
"648",176.738574320944
"649",118.849447642109
"650",172.649465183735
"651",196.736983931102
"652",132.966824142984
"653",142.688327726225
"654",198.588934745233
"655",133.377529239634
"656",124.843753612165
"657",153.35009486652
"658",184.251317911564
"659",138.114307670595
"660",112.403046160034
"661",189.927405242664
"662",142.076883903621
"663",108.624579225861
"664",186.148369164585
"665",117.244265133086
"666",117.896787213357
"667",158.602004364909
"668",149.785360522501
"669",162.592886904012
"670",187.703426167019
"671",160.214686598156
"672",144.180536281851
"673",199.056131138754
"674",157.982334624804
"675",114.808203503398
"676",180.675858177805
"677",152.062102916834
"678",129.782426539771
"679",143.793149087751
"680",174.328162610516
"681",141.105983021262
"682",139.20431843113
"683",187.009535737281
"684",134.519795183058
"685",172.819299380733
"686",133.6621576854
"687",144.835340936115
"688",162.660789075885
"689",106.765613759923
"690",159.527433057916
"691",164.447216724306
"692",125.559041698769
"693",98.9557916483476
"694",150.537880498354
"695",176.378801854934
"696",183.38827492844
"697",141.644694167047
"698",176.240115316194
"699",191.39657311464
"700",156.717323240307
"701",146.315457080964
"702",124.618418334068
"703",157.338338852153
"704",133.827546176047
"705",126.118813959348
"706",137.019044537959
"707",150.914785782486
"708",117.665898539506
"709",140.814140858791
"710",156.353895019146
"711",113.807462916755
"712",162.185491948753
"713",154.340711706345
"714",151.113867840425
"715",183.60017626441
"716",139.522589073904
"717",139.747556834094
"718",122.507021983513
"719",118.618913208882
"720",158.107437275727
"721",131.3036242178
"722",145.953208920511
"723",168.58078432689
"724",105.763873481437
"725",151.051049061944
"726",173.682655465121
"727",128.483818424537
"728",112.310127725578
"729",129.593372928756
"730",182.363915456032
"731",166.3656999125
"732",132.930847502959
"733",147.937212376328
"734",124.091200746391
"735",177.064692391019
"736",128.382081299152
"737",176.907289573177
"738",137.909718249312
"739",204.219025656688
"740",119.972158087746
"741",156.406809591031
"742",110.472170925794
"743",170.690353008801
"744",133.854782440896
"745",158.759203683106
"746",200.012481412252
"747",158.35707928376
"748",188.975447984247
"749",139.83181777867
"750",199.686787999582
"751",145.345492482994
"752",153.803374388734
"753",168.297928634384
"754",140.09984680265
"755",138.768956407762
"756",139.686916217586
"757",131.034163565654
"758",180.089634683569
"759",198.934028372129
"760",171.719520394554
"761",156.834961658467
"762",136.540426216265
"763",148.867243488071
"764",102.389313432051
"765",169.03623399079
"766",149.056575423302
"767",145.966574103833
"768",129.114974740382
"769",143.741652260171
"770",148.717279723332
"771",168.59433752194
"772",151.803005501352
"773",178.744635914461
"774",139.045902131941
"775",170.143226006221
"776",186.867014584226
"777",125.375799885059
"778",161.682551260932
"779",123.996035822499
"780",168.688564247357
"781",203.768648373448
"782",166.529602358339
"783",198.119431191156
"784",151.308421549346
"785",135.532752744315
"786",119.43745251647
"787",182.716199412742
"788",140.289055009773
"789",157.875227020151
"790",180.964473057223
"791",116.165060814379
"792",146.267625188058
"793",158.290741458972
"794",165.651696514296
"795",209.555164490283
"796",143.358345006845
"797",146.846741156899
"798",117.806890405594
"799",172.571680534182
"800",176.534884250286
"801",168.878075338301
"802",162.893441175198
"803",156.735762880128
"804",172.984585481283
"805",166.520796365075
"806",147.947588310658
"807",147.775471768818
"808",180.457171085007
"809",151.694009651292
"810",151.001163853969
"811",191.364001888942
"812",183.080307686937
"813",149.238992818793
"814",174.719112564865
"815",148.187643135887
"816",119.950504266922
"817",161.219555395576
"818",156.118905767442
"819",172.065484269886
"820",126.707815182641
"821",156.62812364495
"822",205.97353421645
"823",119.994530378111
"824",162.275217297585
"825",168.504229126845
"826",135.078366354946
"827",162.415021702731
"828",128.144115186095
"829",132.541833295691
"830",124.666687932512
"831",131.02378051416
"832",210.961540812319
"833",168.785602494877
"834",110.006946175198
"835",155.01728803249
"836",189.922898973028
"837",180.618371219456
"838",159.620761052764
"839",126.015454552091
"840",122.642582025239
"841",147.083397577129
"842",201.582690113811
"843",135.97383548417
"844",181.025264441667
"845",131.304446978043
"846",156.459183676376
"847",153.475404926137
"848",146.81192666336
"849",148.948349803968
"850",121.826135150159
"851",119.33231968198
"852",185.373896527928
"853",118.434752121882
"854",205.185070503973
"855",178.450491214894
"856",120.559870592277
"857",152.689814390885
"858",188.103120472988
"859",133.899185829133
"860",156.181688232215
"861",164.551419987186
"862",175.957865499166
"863",126.331076801379
"864",154.643884001758
"865",142.540760234856
"866",178.908778133215
"867",120.899646552491
"868",135.990080881003
"869",154.384723165343
"870",174.808760622382
"871",120.650550827174
"872",187.160303148368
"873",135.598362610013
"874",116.454223796241
"875",124.491356724406
"876",165.441465770639
"877",164.649238170655
"878",144.91750518867
"879",163.909374896875
"880",190.966603380331
"881",150.117670942442
"882",193.34667665935
"883",146.325889319065
"884",170.259209953522
"885",172.939449254385
"886",157.110863073738
"887",161.295297823669
"888",155.715330882144
"889",130.125966737957
"890",159.0081925027
"891",174.084480202241
"892",178.336352783063
"893",163.178386065137
"894",148.549589598712
"895",120.323661313219
"896",162.327446397687
"897",101.151337764762
"898",135.504522799469
"899",204.750615312339
"900",187.213505210513
"901",162.632949995399
"902",123.257627509858
"903",115.379837217417
"904",127.661702149334
"905",144.853715375712
"906",141.799467570504
"907",159.020388206702
"908",169.122924422166
"909",171.723978933366
"910",167.330072738649
"911",192.207076578813
"912",165.516624483512
"913",170.970929807211
"914",157.648213452961
"915",141.258311072577
"916",173.258927698629
"917",136.782046655649
"918",146.588672184983
"919",169.241350850481
"920",139.322441274691
"921",159.2562523977
"922",170.59722000805
"923",113.296748264776
"924",156.283242090647
"925",151.530765650887
"926",136.443506318543
"927",148.038458511807
"928",165.177296311484
"929",125.602398041764
"930",131.518299737724
"931",124.252661627819
"932",145.350828036939
"933",118.990321347112
"934",117.54510462998
"935",182.182808400384
"936",173.566864206927
"937",168.600772111465
"938",144.539539042834
"939",149.844602400764
"940",136.982109588082
"941",106.145820803929
"942",169.085932467586
"943",127.148053810763
"944",117.900542770547
"945",147.614574652985
"946",154.086271598025
"947",136.40795957944
"948",147.131026361293
"949",194.293392679714
"950",185.35578313186
"951",168.815228091168
"952",165.603664869038
"953",166.271911377882
"954",138.359922658274
"955",188.553765000315
"956",109.203982240139
"957",136.074913571025
"958",157.471646123007
"959",131.326108778718
"960",168.680636509339
"961",150.578904945955
"962",138.883656839378
"963",133.003364076822
"964",199.125440271352
"965",110.509440234068
"966",149.978204602548
"967",161.121370502968
"968",150.449205092852
"969",173.755839987449
"970",214.061821216085
"971",136.076104482711
"972",148.253752523999
"973",99.6949939829906
"974",192.297826421723
"975",119.243463745858
"976",132.638960170764
"977",146.976991269163
"978",131.40202916285
"979",155.186726836025
"980",170.04136636588
"981",135.757607155593
"982",112.455188627546
"983",171.503548809553
"984",187.003242385703
"985",151.786135775639
"986",166.722236980811
"987",175.860563094359
"988",131.583126904181
"989",165.403698705762
"990",179.974324197838
"991",146.837647255512
"992",157.684261412892
"993",155.716177460622
"994",132.713056067409
"995",190.630733462175
"996",172.213274428715
"997",172.332077958845
"998",181.598107736446
"999",158.509107295423
"1000",186.245849902857
"1001",176.142869700419
"1002",143.786502290838
"1003",144.431818270307
"1004",178.179496854512
"1005",123.400141950134
"1006",170.859986469446
"1007",109.962221854122
"1008",162.854829850314
"1009",191.779547357516
"1010",121.023941553663
"1011",159.947437415768
"1012",123.045195527364
"1013",132.063684679811
"1014",191.721101981478
"1015",105.667032869991
"1016",152.328304380006
"1017",105.169632273681
"1018",132.005540381344
"1019",128.873498356156
"1020",138.026870584095
"1021",125.375141183516
"1022",140.640582525261
"1023",136.254846941756
"1024",201.909589157756
"1025",111.905801925643
"1026",207.194137292702
"1027",130.855740880213
"1028",187.444279699725
"1029",155.82949054415
"1030",168.035835149297
"1031",182.228034818454
"1032",126.86369246081
"1033",181.780672974827
"1034",168.714001595284
"1035",111.518342211963
"1036",138.150802272956
"1037",166.557748622599
"1038",152.733168307574
"1039",135.991106386042
"1040",207.678753024082
"1041",141.697543376954
"1042",148.387066332399
"1043",184.582908392703
"1044",165.227310639357
"1045",178.460279659751
"1046",175.665487096189
"1047",188.605930409894
"1048",143.241895114504
"1049",149.001398860583
"1050",146.830842344348
"1051",156.309621600015
"1052",188.633386201486
"1053",154.346221051172
"1054",126.010033888735
"1055",149.616680546056
"1056",200.758350116007
"1057",129.056667582888
"1058",156.841953772591
"1059",118.854702009172
"1060",201.228139677602
"1061",146.140150149394
"1062",127.860014529205
"1063",164.476633307845
"1064",201.019229612545
"1065",135.700466161469
"1066",106.655773083716
"1067",134.145217346094
"1068",124.683549287471
"1069",170.715615568366
"1070",173.925040999551
"1071",160.146526496514
"1072",154.99067176961
"1073",130.548886773821
"1074",125.84719490614
"1075",168.29467255917
"1076",189.642011553578
"1077",167.704958986019
"1078",144.567993245719
"1079",108.133308326813
"1080",183.058519381382
"1081",154.176371824558
"1082",140.022975859364
"1083",146.120652667272
"1084",191.222691826349
"1085",195.778128847494
"1086",127.49365034342
"1087",123.202943015403
"1088",114.935435978895
"1089",161.230900949039
"1090",141.649226101604
"1091",194.434772565992
"1092",171.705799501346
"1093",103.720958421473
"1094",134.867300166858
"1095",184.66255106668
"1096",180.087122473226
"1097",130.468722578927
"1098",117.179666672895
"1099",145.039130997524
"1100",151.820705926721
"1101",141.629643361797
"1102",151.599718453542
"1103",104.097130314286
"1104",149.348790185443
"1105",115.728226050445
"1106",196.121705265032
"1107",150.107981275184
"1108",171.100524102539
"1109",131.690927434766
"1110",143.303127250848
"1111",150.151570583959
"1112",135.21823742958
"1113",204.124785694425
"1114",163.965914733338
"1115",148.744740394494
"1116",125.149825342823
"1117",119.710331280608
"1118",192.608332414657
"1119",135.001695811026
"1120",105.097447753225
"1121",154.142930673931
"1122",198.853805568473
"1123",119.828991712623
"1124",206.92866943652
"1125",149.409618463213
"1126",194.970274127274
"1127",146.796665362617
"1128",119.365760684333
"1129",135.919703392113
"1130",165.111757159116
"1131",131.364992294657
"1132",145.806060074702
"1133",130.580263178785
"1134",113.228973366114
"1135",162.602152331729
"1136",187.957000636882
"1137",153.822761366114
"1138",152.097267000578
"1139",131.580805576695
"1140",146.658434254926
"1141",137.301599921223
"1142",141.057770306206
"1143",140.168572503097
"1144",144.258507258198
"1145",142.393066993458
"1146",187.692307284421
"1147",128.124123896857
"1148",191.102138282835
"1149",108.495439795444
"1150",149.297941424101
"1151",167.472989029058
"1152",175.711141177588
"1153",196.455864314202
"1154",171.667669690296
"1155",142.957330467098
"1156",189.941692273856
"1157",132.842598305002
"1158",94.0401309896578
"1159",147.115509745799
"1160",164.282302212466
"1161",123.068630822669
"1162",142.285824809719
"1163",161.663564691381
"1164",179.046658262315
"1165",119.58137316262
"1166",214.893206679779
"1167",154.669507636041
"1168",138.135271180505
"1169",85.0837201880862
"1170",132.734770114532
"1171",115.283872097924
"1172",145.189785666275
"1173",188.355473661906
"1174",151.042206067519
"1175",143.802447513224
"1176",161.556338372984
"1177",172.798960887157
"1178",156.609937594507
"1179",101.706774419348
"1180",154.713114535532
"1181",158.110553878806
"1182",155.774895526455
"1183",187.332846099945
"1184",121.201964249139
"1185",119.499680327772
"1186",139.923631071343
"1187",180.762323785005
"1188",180.119858458557
"1189",146.754203477197
"1190",130.261778171907
"1191",168.554386054093
"1192",171.097083695493
"1193",182.966213265594
"1194",132.757240104137
"1195",152.435754835126
"1196",164.428812589425
"1197",155.093111350918
"1198",165.100809344545
"1199",144.470097973128
"1200",169.159408510536
"1201",189.006614702484
"1202",173.802941858904
"1203",145.550299166467
"1204",163.148984956037
"1205",143.611971965787
"1206",178.51577352933
"1207",133.971577636969
"1208",143.885205010988
"1209",120.752893854996
"1210",127.67473781339
"1211",149.564207440482
"1212",125.866940127548
"1213",159.56289878537
"1214",134.368202019284
"1215",170.399473900958
"1216",163.943642892027
"1217",119.829120037233
"1218",122.12793488447
"1219",184.38499208027
"1220",117.45918650517
"1221",136.316878384056
"1222",164.236441450265
"1223",161.182053822455
"1224",153.391373995336
"1225",121.377009800193
"1226",154.049038536062
"1227",125.161571021045
"1228",129.306704553042
"1229",205.118380527879
"1230",161.15680645426
"1231",187.109925764294
"1232",121.617138439031
"1233",132.304068579482
"1234",149.118674424734
"1235",108.168375789675
"1236",129.812690214007
"1237",141.202413506178
"1238",118.531860112209
"1239",120.67929273599
"1240",148.964313601072
"1241",157.590721830712
"1242",110.479485266787
"1243",160.599218529255
"1244",169.970023894798
"1245",166.682297374903
"1246",131.389970342925
"1247",157.472461011237
"1248",123.306377449421
"1249",164.222867025041
"1250",121.820965555519
"1251",206.513669576688
"1252",163.268878598334
"1253",152.245054813978
"1254",184.606028928769
"1255",138.019392683143
"1256",173.388298126823
"1257",125.03061868201
"1258",133.525384369537
"1259",149.829419564049
"1260",207.696154852102
"1261",146.052463962182
"1262",156.216864946228
"1263",142.875876407685
"1264",152.56205342558
"1265",127.060729574435
"1266",169.142123670887
"1267",176.136547974544
"1268",94.1180349595305
"1269",150.309050571801
"1270",154.518955788731
"1271",123.289825677583
"1272",193.112207998481
"1273",163.521088648698
"1274",192.63298017533
"1275",115.446845915716
"1276",180.734288820776
"1277",95.603282632979
"1278",83.4656270371451
"1279",145.415649932921
"1280",169.508653142003
"1281",149.635113486577
"1282",163.280566894428
"1283",108.352866355502
"1284",166.964475521558
"1285",102.276972879222
"1286",210.165137526844
"1287",137.230069627125
"1288",125.207164026939
"1289",185.05114993086
"1290",121.737715126805
"1291",157.772038397853
"1292",127.60312939225
"1293",112.798884109293
"1294",162.341884870789
"1295",149.017256183308
"1296",111.637423715842
"1297",135.131335869175
"1298",173.194073465385
"1299",114.753989038264
"1300",120.19714450353
"1301",121.218133500413
"1302",193.198527232052
"1303",141.55268552981
"1304",145.094662784869
"1305",164.660925226637
"1306",183.112526896124
"1307",123.496392497527
"1308",160.196274132958
"1309",166.981515317817
"1310",174.859530744463
"1311",129.52924312298
"1312",141.795530471734
"1313",197.499033397603
"1314",161.91546269188
"1315",162.640683979432
"1316",172.948753341239
"1317",122.510391569393
"1318",183.834549935413
"1319",176.807223579283
"1320",151.954629708359
"1321",130.735734536019
"1322",146.341726233863
"1323",144.242936091265
"1324",186.554385614293
"1325",149.459202944082
"1326",203.246789794005
"1327",165.928140384111
"1328",166.668924009539
"1329",138.697844651387
"1330",124.071120384776
"1331",184.555188511222
"1332",158.699271076065
"1333",159.675001775917
"1334",175.146761578264
"1335",160.141075827845
"1336",159.146766379981
"1337",137.233574169517
"1338",136.352954381297
"1339",192.97358527158
"1340",120.08789329828
"1341",184.828130588458
"1342",181.731224474909
"1343",189.555784209593
"1344",115.676733118433
"1345",146.947218207408
"1346",142.625451322985
"1347",144.183005991407
"1348",147.377030797987
"1349",143.289003226957
"1350",206.109400754497
"1351",128.081889962852
"1352",135.485437250127
"1353",158.968235494788
"1354",106.656142906614
"1355",153.346787286228
"1356",135.995154178267
"1357",183.130875185538
"1358",154.408224321367
"1359",180.410367352597
"1360",124.090611302394
